uniq_id,ru_old_orth,ru_new_orth,lc_translit_old,lc_translit_new,alt_name_old_orth,alt_name_new_orth,alt_name_old_trans,alt_name_new_trans,beg_yr,end_yr,xy_type,x_coord,y_coord,pres_loc,pres_country,country_code,ru_old_featuretype,ru_new_featuretype,ru_translit_old_featuretype,ru_translit_new_featuretype,en_featuretype,id_featuretype,lc_featuretype,admin_level,SOURCE,description,geonameId,partof_id,txt_id
239,Осташковский уѣздѣ,Осташковский уезд,Ostashkovskii uiezdie,Ostashkovskii uezd,,,,,1785,1796,POINT,33.10753,57.14667,"Ostashkov, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,33,
240,Острогожский уѣздѣ,Острогожский уезд,Ostrogozhskii uiezdie,Ostrogozhskii uezd,,,,,1785,1796,POINT,39.07561,50.8664,"Ostrogozhsk, Voronezh Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,5,
241,Перемышльский уѣздѣ,Перемышльский уезд,Peremyshl'skii uiezdie,Peremyshl'skii uezd,,,,,1785,1796,POINT,36.16063,54.26313,"Peremyshl, Kaluga Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,12,
242,Петровский уѣздѣ,Петровский уезд,Petrovskii uiezdie,Petrovskii uezd,,,,,1785,1796,POINT,45.39167,52.30639,"Petrovsk, Saratov Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,29,
243,Плесский уѣздѣ,Плесский уезд,Plesskii uiezdie,Plesskii uezd,,,,,1785,1796,POINT,41.51579,57.45862,"Plyos, Ivanovo Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,14,
244,Путивльский уѣздѣ,Путивльский уезд,Putivl'skii uiezdie,Putivl'skii uezd,,,,,1785,1796,POINT,33.87066,51.33745,"Putyvl', Sums'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
245,Рыбинский уѣздѣ,Рыбинский уезд,Rybinskii uiezdie,Rybinskii uezd,,,,,1785,1796,POINT,38.84259,58.0446,"Rybinsk, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,39,
246,Рыльский уѣздѣ,Рыльский уезд,Ryl'skii uiezdie,Ryl'skii uezd,,,,,1785,1796,POINT,34.6822,51.5655,"Rylsk, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
247,Ряжский уѣздѣ,Ряжский уезд,Riazhskii uiezdie,Riazhskii uezd,,,,,1785,1796,POINT,40.1109,53.7038,"Ryazhsk, Ryazan Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,28,
248,Сергачский уѣздѣ,Сергачский уезд,Sergachskii uiezdie,Sergachskii uezd,,,,,1785,1796,POINT,45.46611,55.53079,"Sergach, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
249,Сердовольский уѣздѣ,Сердовольский уезд,Serdovol'skii uiezdie,Serdovol'skii uezd,,,,,1785,1796,POINT,30.67434,61.69459,"Sortavala, Republic of Karelia",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,6,
250,Сердобский уѣздѣ,Сердобский уезд,Serdobskii uiezdie,Serdobskii uezd,,,,,1785,1796,POINT,44.21689,52.45861,"Serdobsk, Penza Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,29,
251,Серпейский уѣздѣ,Серпейский уезд,Serpeiskii uiezdie,Serpeiskii uezd,,,,,1785,1796,POINT,34.98889,54.33583,"Serpeysk, Kaluga Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,12,
252,Серпуховский уѣздѣ,Серпуховский уезд,Serpukhovskii uiezdie,Serpukhovskii uezd,,,,,1785,1796,POINT,37.41114,54.91578,"Serpukhov, Moscow Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,1,
253,Сольвычегодский уѣздѣ,Сольвычегодский уезд,Sol'vychegodskii uiezdie,Sol'vychegodskii uezd,,,,,1785,1796,POINT,46.91559,61.33046,"Solvychegodsk, Arkhangelsk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,4,
254,Ставропольский уѣздѣ,Ставропольский уезд,Stavropol'skii uiezdie,Stavropol'skii uezd,,,,,1785,1796,POINT,49.3461,53.5303,"Tolyatti, Samara Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,30,
255,Суджанский уѣздѣ,Суджанский уезд,Sudzhanskii uiezdie,Sudzhanskii uezd,,,,,1785,1796,POINT,35.2726,51.1976,"Sudzha, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
256,Севский уѣздѣ,Севский уезд,Sevskii uiezdie,Sevskii uezd,,,,,1785,1796,POINT,34.4926,52.1491,"Sevsk, Bryansk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,21,
257,Тарусский уѣздѣ,Тарусский уезд,Tarusskii uiezdie,Tarusskii uezd,,,,,1785,1796,POINT,37.17272,54.72436,"Tarusa, Kaluga Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,12,
258,Тихвинский уѣздѣ,Тихвинский уезд,Tikhvinskii uiezdie,Tikhvinskii uezd,,,,,1785,1796,POINT,33.52937,59.64511,"Tikhvin, Leningrad Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
259,Торопецкий уѣздѣ,Торопецкий уезд,Toropetskii uiezdie,Toropetskii uezd,,,,,1785,1796,POINT,31.63528,56.49779,"Toropets, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,25,
260,Угличский уѣздѣ,Угличский уезд,Uglichskii uiezdie,Uglichskii uezd,,,,,1785,1796,POINT,38.33167,57.5275,"Uglich, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,39,
261,Усть-Сысольский уѣздѣ,Усть-Сысольский уезд,Ust'-Sysol'skii uiezdie,Ust'-Sysol'skii uezd,,,,,1785,1796,POINT,50.80994,61.67642,"Syktyvkar, Komi Republic",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,4,
262,Великоустюгский уѣздѣ,Великоустюгский уезд,Velikoustiugskii uiezdie,Velikoustiugskii uezd,,,,,1785,1796,POINT,46.31352,60.76186,"Veliky Ustyug, Vologda Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,4,
263,Фатежский уѣздѣ,Фатежский уезд,Fatezhskii uiezdie,Fatezhskii uezd,,,,,1785,1796,POINT,35.8632,52.0891,"Fatezh, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
264,Феллинский уѣздѣ,Феллинский уезд,Fellinskii uiezdie,Fellinskii uezd,,,,,1785,1796,POINT,25.59,58.36389,"Viljandi, Viljandi County",Estonia,EE,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,27,
265,Хвалынский уѣздѣ,Хвалынский уезд,Khvalynskii uiezdie,Khvalynskii uezd,,,,,1785,1796,POINT,48.1058,52.4906,"Khvalynsk, Saratov Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,29,
266,Херсонский уѣздѣ,Херсонский уезд,Khersonskii uiezdie,Khersonskii uezd,,,,,1785,1796,POINT,32.6178,46.65581,"Kherson, Khersons'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,8,
267,Череповецкий уѣздѣ,Череповецкий уезд,Cherepovetskii uiezdie,Cherepovetskii uezd,,,,,1785,1796,POINT,37.9,59.13333,"Cherepovets, Vologda Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
268,Чугуевский уѣздѣ,Чугуевский уезд,Chuguevskii uiezdie,Chuguevskii uezd,,,,,1785,1796,POINT,36.68803,49.83588,"Chuhuiv, Kharkiv Oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,37,
269,Ядринский уѣздѣ,Ядринский уезд,Iadrinskii uiezdie,Iadrinskii uezd,,,,,1785,1796,POINT,46.20622,55.94052,"Yadrin, Chuvashia Republic",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,11,
270,Никитский уѣздѣ,Никитский уезд,Nikitskii uiezdie,Nikitskii uezd,,,,,1785,1796,POINT,37.85811,55.49177,"Kolychevo, Moscow Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,1,
271,Подольский уѣздѣ,Подольский уезд,Podol'skii uiezdie,Podol'skii uezd,,,,,1785,1796,POINT,37.55472,55.42418,"Podolsk, Moscow Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,1,
272,Клинский уеад,Клинский уеад,Klinskii uead,Klinskii uead,,,,,1785,1796,POINT,36.73333,56.33333,"Klin, Moscow Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,1,
273,Шадринский уѣздѣ,Шадринский уезд,Shadrinskii uiezdie,Shadrinskii uezd,,,,,1785,1796,POINT,63.6335,56.0852,"Shadrinsk, Kurgan Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,23,
274,Спаский уѣздѣ,Спаский уезд,Spaskii uiezdie,Spaskii uezd,,,,,1785,1796,POINT,43.013525,54.06635,"Zubovo-Polyansky District, Mordovia",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,32,
275,Цывильский уѣздѣ,Цывильский уезд,Tsyvil'skii uiezdie,Tsyvil'skii uezd,,,,,1785,1796,POINT,47.668387,55.737351,"Tsivilskiy rayon, Chuvashia Republic",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,11,
276,Бельский уѣздѣ,Бельский уезд,Bel'skii uiezdie,Bel'skii uezd,,,,,1785,1796,POINT,32.92948,55.848054,"Bely, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,31,
277,Павлоградский уѣздѣ,Павлоградский уезд,Pavlogradskii uiezdie,Pavlogradskii uezd,,,,,1785,1796,POINT,35.87098,48.53426,"Pavlohrad, Dnipropetrovsk Oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,8,
278,Валковский уѣздѣ,Валковский уезд,Valkovskii uiezdie,Valkovskii uezd,,,,,1785,1796,POINT,35.61223,49.83597,"Valky, Kharkiv Oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,37,
279,Пореченский уѣздѣ,Пореченский уезд,Porechenskii uiezdie,Porechenskii uezd,,,,,1785,1796,POINT,31.27662,55.31192,"Porechye, Smolensk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,31,
280,Вильманстрандский уѣздѣ,Вильманстрандский уезд,Vil'manstrandskii uiezdie,Vil'manstrandskii uezd,,,,,1785,1796,POINT,28.231957,61.048829,Lappeenranta,Finland,FI,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,6,
282,Городнянский уѣздѣ,Городнянский уезд,Gorodnianskii uiezdie,Gorodnianskii uezd,Городницкий уѣздѣ,Городницкий уезд,Gorodnitskii uiezdie,Gorodnitskii uezd,1785,1796,POINT,31.59741,51.89085,"Horodnya, Chernihivs'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,38,
283,Мологский уѣздѣ,Мологский уезд,Mologskii uiezdie,Mologskii uezd,,,,,1785,1796,POINT,38.57269,58.172519,"Rybinsk, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,39,
284,Борисоглебский уѣздѣ,Борисоглебский уезд,Borisoglebskii uiezdie,Borisoglebskii uezd,,,,,1785,1796,POINT,39.525119,57.866991,"Tutayev, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,39,
285,Романовский уѣздѣ,Романовский уезд,Romanovskii uiezdie,Romanovskii uezd,,,,,1785,1796,POINT,39.5406,57.88529,"Tutayev, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,39,
286,Духовшчинский уѣздѣ,Духовшчинский уезд,Dukhovshchinskii uiezdie,Dukhovshchinskii uezd,,,,,1785,1796,POINT,32.4111,55.1919,"Dukhovshchina, Smolensk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,31,
287,Дорогобужский уѣздѣ,Дорогобужский уезд,Dorogobuzhskii uiezdie,Dorogobuzhskii uezd,,,,,1785,1796,POINT,33.25,55.11667,"Safonovo, Smolensk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,31,
288,Льговский уѣздѣ,Льговский уезд,L'govskii uiezdie,L'govskii uezd,,,,,1785,1796,POINT,35.2775,51.63069,"Lgov, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
289,Тимский уѣздѣ,Тимский уезд,Timskii uiezdie,Timskii uezd,,,,,1785,1796,POINT,37.12444,51.62222,"Tim, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
290,Шчигровский уѣздѣ,Шчигровский уезд,Shchigrovskii uiezdie,Shchigrovskii uezd,,,,,1785,1796,POINT,36.90432,51.87555,"Shchigry, Kursk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
291,Усманский уѣздѣ,Усманский уезд,Usmanskii uiezdie,Usmanskii uezd,,,,,1785,1796,POINT,39.7288,52.04662,"Usman, Lipetsk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,32,
292,Кирсановский уѣздѣ,Кирсановский уезд,Kirsanovskii uiezdie,Kirsanovskii uezd,,,,,1785,1796,POINT,42.72236,52.65494,"Kirsanov, Tambov Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,32,
293,Починковский уѣздѣ,Починковский уезд,Pochinkovskii uiezdie,Pochinkovskii uezd,,,,,1785,1796,POINT,44.86678,54.69875,"Pochinki, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
294,Лукояновский уѣздѣ,Лукояновский уезд,Lukoianovskii uiezdie,Lukoianovskii uezd,,,,,1785,1796,POINT,44.47865,55.02772,"Lukoyanov, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
295,Княгининский уѣздѣ,Княгининский уезд,Kniagininskii uiezdie,Kniagininskii uezd,,,,,1785,1796,POINT,45.03489,55.82278,"Knyaginino, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
296,Балахнинский уѣздѣ,Балахнинский уезд,Balakhninskii uiezdie,Balakhninskii uezd,,,,,1785,1796,POINT,43.60114,56.48989,"Balakhna, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
297,Семёновский уѣздѣ,Семёновский уезд,Semёnovskii uiezdie,Semёnovskii uezd,,,,,1785,1796,POINT,44.49297,56.78749,"Semyonov, Nizhny Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,17,
298,Трубчевский уѣздѣ,Трубчевский уезд,Trubchevskii uiezdie,Trubchevskii uezd,,,,,1785,1796,POINT,33.7644,52.5798,"Trubchevsk, Bryansk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,21,
299,Черньский уѣздѣ,Черньский уезд,Chern'skii uiezdie,Chern'skii uezd,,,,,1785,1796,POINT,36.9145,53.45232,"Chern', Tula Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,35,
300,Скопинский уѣздѣ,Скопинский уезд,Skopinskii uiezdie,Skopinskii uezd,,,,,1785,1796,POINT,39.55053,53.82486,"Skopin, Ryazan Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,28,
301,Пронский уѣздѣ,Пронский уезд,Pronskii uiezdie,Pronskii uezd,,,,,1785,1796,POINT,39.6092,54.1048,"Pronsk, Ryazan Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,28,
302,Старицкий уѣздѣ,Старицкий уезд,Staritskii uiezdie,Staritskii uezd,,,,,1785,1796,POINT,34.93544,56.50752,"Staritsa, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,33,
303,Слободский уѣздѣ,Слободский уезд,Slobodskii uiezdie,Slobodskii uezd,,,,,1785,1796,POINT,50.17722,58.73222,"Slobodskoy, Kirov Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,7,
304,Яранский уѣздѣ,Яранский уезд,Iaranskii uiezdie,Iaranskii uezd,,,,,1785,1796,POINT,47.88611,57.30331,"Yaransk, Kirov Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,7,
305,Туринский уѣздѣ,Туринский уезд,Turinskii uiezdie,Turinskii uezd,,,,,1785,1796,POINT,63.69605,58.04575,"Turinsk, Sverdlovsk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,34,
306,Богатенский уѣздѣ,Богатенский уезд,Bogatenskii uiezdie,Bogatenskii uezd,,,,,1785,1796,POINT,36.02332,50.97632,"Bogatoye, Belgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
307,Боровичский уѣздѣ,Боровичский уезд,Borovichskii uiezdie,Borovichskii uezd,,,,,1785,1796,POINT,33.91667,58.38333,"Borovichi, Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
308,Валдайский уѣздѣ,Валдайский уезд,Valdaiskii uiezdie,Valdaiskii uezd,,,,,1785,1796,POINT,33.2525,57.97472,"Valday, Novgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
309,Березинский уѣздѣ,Березинский уезд,Berezinskii uiezdie,Berezinskii uezd,Березнянский уѣздѣ,Березнянский уезд,Bereznianskii uiezdie,Bereznianskii uezd,1785,1796,POINT,31.78456,51.5716,"Berezna, Chernihivs'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,38,
310,Березовский уѣздѣ,Березовский уезд,Berezovskii uiezdie,Berezovskii uezd,,,,,1785,1796,POINT,65.04194,63.93806,"Beryozovo, Khanty-Mansi Autonomous Okrug",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,34,
311,Вышневолоцкий уѣздѣ,Вышневолоцкий уезд,Vyshnevolotskii uiezdie,Vyshnevolotskii uezd,,,,,1785,1796,POINT,34.56453,57.59125,"Vyshny Volochyok, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,33,
312,Габзальский уѣздѣ,Габзальский уезд,Gabzal'skii uiezdie,Gabzal'skii uezd,,,,,1785,1796,POINT,23.54139,58.94306,"Haapsalu, Läänemaa",Estonia,EE,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,26,
313,Гжатский уѣздѣ,Гжатский уезд,Gzhatskii uiezdie,Gzhatskii uezd,,,,,1785,1796,POINT,34.99537,55.55291,"Gagarin, Smolensk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,31,
314,Елисаветградский уѣздѣ,Елисаветградский уезд,Elisavetgradskii uiezdie,Elisavetgradskii uezd,,,,,1785,1796,POINT,32.2597,48.5132,"Kirovohrad, Kirovohrads'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,8,
315,Зѣньковский уѣздѣ,Зеньковский уезд,Zien'kovskii uiezdie,Zen'kovskii uezd,Зѣнковский уѣздѣ,Зенковский уезд,Zienkovskii uiezdie,Zenkovskii uezd,1785,1796,POINT,34.36376,50.20806,"Zin'kiv, Poltavs'ka oblast",Ukraine,UA,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,38,
316,Кирилловский уѣздѣ,Кирилловский уезд,Kirillovskii uiezdie,Kirillovskii uezd,,,,,1785,1796,POINT,38.38128,59.86299,"Kirillov, Vologda Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
317,Малоархангельский уѣздѣ,Малоархангельский уезд,Maloarkhangel'skii uiezdie,Maloarkhangel'skii uezd,,,,,1785,1796,POINT,36.50332,52.40024,"Maloarkhangelsk, Oryol Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,21,
318,Малоярославецкий уѣздѣ,Малоярославецкий уезд,Maloiaroslavetskii uiezdie,Maloiaroslavetskii uezd,,,,,1785,1796,POINT,36.47185,55.01457,"Maloyaroslavets, Kaluga Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,12,
319,Мангазейский уѣздѣ,Мангазейский уезд,Mangazeiskii uiezdie,Mangazeiskii uezd,Туруханский уѣздѣ,Туруханский уезд,Turukhanskii uiezdie,Turukhanskii uezd,1785,1796,POINT,87.95006,65.79479,"Turukhansky District, Krasnoyarsk Krai",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,34,
320,Мглинский уѣздѣ,Мглинский уезд,Mglinskii uiezdie,Mglinskii uezd,,,,,1785,1796,POINT,32.84753,53.05907,"Mglin, Bryansk Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,19,
321,Нейшлотский уѣздѣ,Нейшлотский уезд,Neishlotskii uiezdie,Neishlotskii uezd,,,,,1785,1796,POINT,28.87999,61.8699,Savonlinna,Finland,FI,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,6,
322,Переславль-Залесский уѣздѣ,Переславль-Залесский уезд,Pereslavl'-Zalesskii uiezdie,Pereslavl'-Zalesskii uezd,,,,,1785,1796,POINT,38.85626,56.73934,"Pereslavl-Zalessky, Yaroslavl Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,3,
323,Перновский уѣздѣ,Перновский уезд,Pernovskii uiezdie,Pernovskii uezd,,,,,1785,1796,POINT,24.49711,58.38588,"Pärnu, Pärnu County",Estonia,EE,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,27,
324,Пудожский уѣздѣ,Пудожский уезд,Pudozhskii uiezdie,Pudozhskii uezd,,,,,1785,1796,POINT,36.5277,61.80415,"Pudozh, Republic of Karelia",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,20,
325,Ржевский уѣздѣ,Ржевский уезд,Rzhevskii uiezdie,Rzhevskii uezd,,,,,1785,1796,POINT,34.32817,56.26241,"Rzhev, Tver Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,33,
326,Режицкий уѣздѣ,Режицкий уезд,Rezhitskii uiezdie,Rezhitskii uezd,,,,,1785,1796,POINT,27.31667,56.5,"Rēzekne, Rēzeknes pilsēta",Latvia,LV,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,24,
327,Солигаличский уѣздѣ,Солигаличский уезд,Soligalichskii uiezdie,Soligalichskii uezd,,,,,1785,1796,POINT,42.28526,59.0796,"Soligalich, Kostroma Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,14,
328,Старооскольский уѣздѣ,Старооскольский уезд,Starooskol'skii uiezdie,Starooskol'skii uezd,,,,,1785,1796,POINT,37.84167,51.29667,"Stary Oskol, Belgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,15,
329,Устюженский уѣздѣ,Устюженский уезд,Ustiuzhenskii uiezdie,Ustiuzhenskii uezd,,,,,1785,1796,POINT,36.4321,58.8394,"Ustyuzhna, Vologda Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,18,
330,Фридрихсгамский уѣздѣ,Фридрихсгамский уезд,Fridrikhsgamskii uiezdie,Fridrikhsgamskii uezd,,,,,1785,1796,POINT,27.19794,60.56974,Hamina,Finland,FI,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,6,
331,Хоперский уѣздѣ,Хоперский уезд,Khoperskii uiezdie,Khoperskii uezd,,,,,1785,1796,POINT,41.6252,51.0969,"Novokhopyorsk, Voronezh Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,29,
332,Далматовский уѣздѣ,Далматовский уезд,Dalmatovskii uiezdie,Dalmatovskii uezd,,,,,1785,1796,POINT,62.9362,56.26,"Dalmatovo, Kurgan Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,23,
333,Хотьмышский уѣздѣ,Хотьмышский уезд,Khot'myshskii uiezdie,Khot'myshskii uezd,,,,,1785,1796,POINT,35.86306,50.59417,"Khotmyzhsk, Belgorod Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,37,
334,Чаусский уѣздѣ,Чаусский уезд,Chausskii uiezdie,Chausskii uezd,,,,,1785,1796,POINT,30.9717,53.8098,"Čavusy, Mogilev Province",Belarus,BY,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,16,
335,Чембарский уѣздѣ,Чембарский уезд,Chembarskii uiezdie,Chembarskii uezd,,,,,1785,1796,POINT,43.41647,52.96474,"Belinsky, Penza Oblast",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,22,
336,Чердынский уѣздѣ,Чердынский уезд,Cherdynskii uiezdie,Cherdynskii uezd,,,,,1785,1796,POINT,56.47868,60.40295,"Cherdyn, Perm Krai",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,23,
337,Шишкеевский уѣздѣ,Шишкеевский уезд,Shishkeevskii uiezdie,Shishkeevskii uezd,,,,,1785,1796,POINT,44.75599,54.19005,"Ruzayevsky District, Mordovia",Russia,RU,уѣздѣ,уезд,uiezdie,uezd,county,,,adminL2,,,,22,
