,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,uezd_modern_sp,uezd_stem,page,lc_translit
359,150,Германова,,110.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГЕРМАНОВА , слобода того же Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Никольскую пятницу осенью , и продолжается два дни.",Германова,not_found,Германова,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.616667&west=35.85&east=43.85&north=61.616667&name=%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0&username=jaguillette&featureClass=P,None,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,Пошехонском уезде,пошехонск,33,Germanova
360,151,Гжать,,31.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГЖАТЬ, городъ Смоленскаго Намѣстничества. Въ семъ городѣ бываетъ годовая ярмарка , сверхъ каждонедѣльныхъ торговъ, Іюля 8 дня ; а въ селахъ бываетъ съѣздъ въ храмовые праздники , и въ каждомъ на одинъ только тотъ день.",Гжать,not_found,Гжать,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=50.782778&west=28.045278000000003&east=36.045278&north=58.782778&name=%D0%93%D0%B6%D0%B0%D1%82%D1%8C&username=jaguillette&featureClass=P,None,geonames,Смоленскаго Намѣстничества,Смоленского Наместничества,смоленск,not_in_text,not_иn_text,нот_ин_теxт,33,Gzhat'
361,152,Глемязовъ,,105.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГЛЕМЯЗОВЪ, мѣстечко Кіевскаго Намѣстничества въ Переяславскомъ уѣздѣ. Въ ономъ бываетъ въ году четыре ярмарки : первая на Сырной недѣлѣ, вторая въ день Прополовенія, третія въ день Преображенія, четвертая въ день Введенія. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ красными крамными и прочими товарами, съ стеклянною и деревянною посудою, съ мѣлкою изъ Донскихъ станицѣ рыбою; жители продаютъ рогатой скотъ , лошадей, хлѣбѣ, смолу, горячее вино и прочее; привозятъ также сюда для продажи жителямъ Крымскую соль.",Глемязов,not_found,Глемязов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%93%D0%BB%D0%B5%D0%BC%D1%8F%D0%B7%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Переяславскомъ уѣздѣ,Переяславском уезде,переяславск,33,"Glemiazov"""
376,156,Глушицкой,,,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=33,"ГЛУШИЦКОЙ , монастырь въ сторонѣ Кубенскаго озера. Здѣсь бываетъ одна въ году ярмарка; купцы пріѣзжаютъ для покупки холстовъ, привозя съ собою разные мѣлочные товары.",Глушицкой,not_found,Глушицкой,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%93%D0%BB%D1%83%D1%88%D0%B8%D1%86%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,not_in_text,not_иn_text,нот_ин_теxт,not_in_text,not_иn_text,нот_ин_теxт,34,Glushitskoi
405,158,Гнильской,,104.0,not_found,not_found,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=33,"ГНИЛЬСКОЙ, погостъ Псковскаго Намѣстничества въ Островскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ Маіѣ мѣсяцѣ; купцы пріѣзжаютъ изъ Пскова съ разными мѣлочньми товарами.",Гнильской,not_found,Гнильской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%93%D0%BD%D0%B8%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,Островскомъ уѣздѣ,Островском уезде,островск,34,Gnil'skoi
412,162,Гомля,,113.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=34,"ГОМЛЯ, мѣстечко того же Намѣстничества въ Рогачевскомъ уѣздѣ. Здѣсь бываетъ въ году три ярмарки.",Гомля,not_found,Гомля,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.9042&west=29.5408&east=32.863&north=55.194&name=%D0%93%D0%BE%D0%BC%D0%BB%D1%8F&username=jaguillette&featureClass=P,None,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,Рогачевскомъ уѣздѣ,Рогачевском уезде,рогачевск,35,Gomlia
478,173,Гребенишки,,60.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=35,"ГРЕБЕНИШКИ , мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Гребенишки,not_found,Гребенишки,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%93%D1%80%D0%B5%D0%B1%D0%B5%D0%BD%D0%B8%D1%88%D0%BA%D0%B8&username=jaguillette&featureClass=P,None,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабургскомъ уѣздѣ,Динабургском уезде,динабургск,36,Grebenishki
493,180,Густиново,,73.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=36,"ГУСТИНОВО, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Апрѣля 23 дня, на кокоторую товары привозятъ изъ Каширы , изъ Тулы, Серпухова, Венева и Зарайска по малому числу москотильной мѣлочнои , а паче отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька, медъ , воскъ и прочее деревянное издѣлье.",Густиново,not_found,Густиново,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.8329&west=35.5421&east=39.6827&north=55.0867&name=%D0%93%D1%83%D1%81%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%BE&username=jaguillette&featureClass=P,None,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Каширскомъ уѣздѣ,Каширском уезде,каширск,37,Gustinovo
495,182,Даймино,Даймикъ,15.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=37,"ДАЙМИНО, или ДАЙМИКЪ, село Курскаго Намѣстничества въ Щигровской округѣ; въ немъ бываютъ знатныя ярмарки.",Даймино,not_found,Даймино,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=47.716667&west=32.183333&east=40.183333&north=55.716667&name=%D0%94%D0%B0%D0%B9%D0%BC%D0%B8%D0%BD%D0%BE&username=jaguillette&featureClass=P,None,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,not_иn_text,нот_ин_теxт,38,Daimino
496,183,Далматовъ,,23.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=37,"ДАЛМАТОВЪ, городъ Пермскаго Намѣстничества. Въ немъ какъ весною, Маія 9, такъ и зимою 6 числа Декабря , то есть въ день праздника Ни полая Чудотворца, бываетъ великая ярмарка , которая продолжается до 13 числа Декабря же , а иногда и болѣе; на оную пріѣзжаютъ купцы изъ близъ лежащихъ Сибирскихъ городовъ. Сія ярмарка особливо умножилась отъ упадка бывшей въ Катайскомъ острогѣ, не далеко оттуда лежащемъ , ярмарки , въ близости Башкиръ, которые на оную много рогатаго скота и лошадей на продажу пригоняютъ.",Далматов,not_found,Далматов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=55.22&west=50.56&east=65.27&north=61.8&name=%D0%94%D0%B0%D0%BB%D0%BC%D0%B0%D1%82%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,not_иn_text,нот_ин_теxт,38,"Dalmatov"""
509,190,Динабургъ,,24.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=38,"ДИНАБУРГЪ, городъ Полотскаго Намѣстничества, Въ семъ городѣ положено по привиллегіи три въ году ярмарки: первая Генваря 6, вторая Іюня 24, третія Сентября 8; но нынѣ ихъ не бываетъ ; въ уѣздѣ же сего города въ пятидесяти шести селахъ бываютъ; только торги, на коихъ тутошніе жители и Рижскіе обыватели торгуютъ мѣлочными Нѣмецкими товарами.",Динабург,not_found,Динабург,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%94%D0%B8%D0%BD%D0%B0%D0%B1%D1%83%D1%80%D0%B3&username=jaguillette&featureClass=P,None,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,not_in_text,not_иn_text,нот_ин_теxт,39,"Dinaburg"""
520,193,Дмитровская,,8.0,not_found,not_found,крѣпость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=39,"ДМИТРОВСКАЯ, крѣпость Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году три ярмарки.",Дмитровская,not_found,Дмитровская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&featureClass=P,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,not_иn_text,нот_ин_теxт,40,Dmitrovskaia
522,195,Домницкой,,131.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=39,"ДОМНИЦКОЙ, монастырь Черниговскаго Намѣстничества и уѣзду. При ономъ. бываетъ",Домницкой,not_found,Домницкой,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=47.5&west=27.3&east=35.3&north=55.5&name=%D0%94%D0%BE%D0%BC%D0%BD%D0%B8%D1%86%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Черниговскаго уѣздѣ,Черниговского уезде,черниговск,40,Domnitskoi
527,198,Дрицаны,,60.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=39,"ДРИЦАНЫ, мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Здѣсь бываютъ въ году двѣ ярмарки; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Дрицаны,not_found,Дрицаны,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%94%D1%80%D0%B8%D1%86%D0%B0%D0%BD%D1%8B&username=jaguillette&featureClass=P,None,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабургскомъ уѣздѣ,Динабургском уезде,динабургск,40,Dritsany
528,199,Дубецкой,,104.0,not_found,not_found,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=40,"ДУБЕЦКОЙ, погостъ Псковскаго Намѣстничества въ Островскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ Іюнѣ мѣсяцѣ; купцы пріѣзжаютъ изъ Пскова съ разными товарами.",Дубецкой,not_found,Дубецкой,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%94%D1%83%D0%B1%D0%B5%D1%86%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,Островскомъ уѣздѣ,Островском уезде,островск,41,Dubetskoi
529,200,Дубковъ,,112.0,not_found,not_found,пригородъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=40,"ДУБКОВЪ, пригородъ того же Намѣстничества и уѣзду. Здѣсь бываютъ годовыя ярмарки: 1 въ Преображеніе Господне , 2 въ день Сошествія Святаго Духа.",Дубков,not_found,Дубков,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%94%D1%83%D0%B1%D0%BA%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,Псковскаго уѣздѣ,Псковского уезде,псковск,41,"Dubkov"""
552,205,Дукштилагъ,,60.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=40,"ДУКШТИЛАГЪ, мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Дукштилаг,not_found,Дукштилаг,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%94%D1%83%D0%BA%D1%88%D1%82%D0%B8%D0%BB%D0%B0%D0%B3&username=jaguillette&featureClass=P,None,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабургскомъ уѣздѣ,Динабургском уезде,динабургск,41,"Dukshtilag"""
561,209,Дѣдиловъ,,46.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ДѢДИЛОВЪ, слобода Тульскаго Намѣстничества въ Бѣлевскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 5 и 16 чиселъ; пріѣзжаютъ на оную изъ ближнихъ городовъ съ мѣлочными для крестьянства товарами.",Дедилов,not_found,Дедилов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.8329&west=35.5421&east=39.6827&north=55.0867&name=%D0%94%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Бѣлевскомъ уѣздѣ,Белевском уезде,белевск,42,"Dedilov"""
563,211,Егорьевское Заднее,,4.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ЕГОРЬЕВСКОЕ ЗАДНЕЕ , село Вологодскаго Намѣстничества по Кубенеокму заозерью. Въ воскресные дни бываютъ здѣсь еженедѣльные торги.",Егорьевское Заднее,not_found,Егорьевское Заднее,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=57.25&west=37.83&east=57.25&north=64.08&name=%D0%95%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5+%D0%97%D0%B0%D0%B4%D0%BD%D0%B5%D0%B5&username=jaguillette&featureClass=P,None,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,not_иn_text,нот_ин_теxт,42,Egor'evskoe Zadnee
564,212,Екатерининская,Халань,13.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ЕКАТЕРИНИНСКАЯ, ХАЛАНЬ тожь, слобода Кіевскаго Намѣстничества около мѣстечка Яблунева. Въ оной бываютъ три въ году ярмарки; купцы на оныя пріѣзжаютъ съ разными товарами.",Екатерининская,not_found,Екатерининская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&featureClass=P,None,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,not_in_text,not_иn_text,нот_ин_теxт,42,Ekaterininskaia
567,215,Елимской,,104.0,not_found,not_found,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕЛИМСКОЙ, погостъ Псковскаго Намѣстничества въ уѣздѣ города Острова. Здѣсь бываетъ ярмарка въ Іюнѣ мѣсяцѣ; купцы на оную пріѣзжаютъ изъ Пскова съ разными мѣлочными товарами.",Елимской,not_found,Елимской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%95%D0%BB%D0%B8%D0%BC%D1%81%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,Острова,Острова,остров,43,Elimskoi
568,216,Елисаветъ-Градъ,,8.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕЛИСАВЕТЪ-ГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",Елисаветъ-Град,not_found,Елисаветъ-Град,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%95%D0%BB%D0%B8%D1%81%D0%B0%D0%B2%D0%B5%D1%82%D1%8A-%D0%93%D1%80%D0%B0%D0%B4&username=jaguillette&featureClass=P,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,not_иn_text,нот_ин_теxт,43,"Elisavet""-Grad"""
573,220,Ерахтура,,71.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕРАХТУРА, село Рязанскаго Намѣстничества въ Касимовскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка Іюня 29, сверхъ каждонедѣльнаго торгу, бываемаго по пятницамъ.",Ерахтура,not_found,Ерахтура,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.0517&west=38.154&east=41.6952&north=55.9254&name=%D0%95%D1%80%D0%B0%D1%85%D1%82%D1%83%D1%80%D0%B0&username=jaguillette&featureClass=P,None,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,Касимовскомъ уѣздѣ,Касимовском уезде,касимовск,43,Erakhtura
574,221,Еременцово,,136.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕРЕМЕНЦОВО, село Ярославскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовая Покров-ская ярмарка Октября въ 1 день , а недѣльные торжки по вторникамъ. На оную ярмарку купеческіе люди пріѣзжаютъ изъ Ярославля, Романова, Углича , изъ Борисоглѣбска, изъ Рыбнаго и изъ разныхъ селъ съ мѣлочными на продажу крестьянамъ товарами, также съ москотильными и прочими, а въ недѣльные торжки продаютъ крестьяне хлѣбъ.",Еременцово,not_found,Еременцово,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.616667&west=35.85&east=43.85&north=61.616667&name=%D0%95%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D1%86%D0%BE%D0%B2%D0%BE&username=jaguillette&featureClass=P,None,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ярославскаго уѣздѣ,Ярославского уезде,ярославск,43,Erementsovo
575,222,Еремѣевка,,88.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕРЕМѢЕВКА, мѣстечко Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь бываетъ въ годъ четыре ярмарки : первая въ день Преполовенія Господня , вторая въ день Петра и Павла, третія въ день Св. Димитрія, четвертая о всеѣдной недѣлѣ.",Еремеевка,not_found,Еремеевка,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%95%D1%80%D0%B5%D0%BC%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,None,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Лубенскомъ уѣздѣ,Лубенском уезде,лубенск,44,Eremeevka
576,223,Еске,,45.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕСКЕ, село Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка; съѣзжаются на оную купцы съ мѣлочнымъ лавочнымъ товаромъ.",Еске,not_found,Еске,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%95%D1%81%D0%BA%D0%B5&username=jaguillette&featureClass=P,None,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Бѣжецкомъ уѣздѣ,Бежецком уезде,бежецк,44,Eske
580,227,Жовнинъ,,88.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЖОВНИНЪ, мѣстечко Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь бываетъ въ году двѣ ярмарки: одна въдень Вознесенія Христова, другая Сентября 1 дня.",Жовнин,not_found,Жовнин,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%96%D0%BE%D0%B2%D0%BD%D0%B8%D0%BD&username=jaguillette&featureClass=P,None,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Лубенскомъ уѣздѣ,Лубенском уезде,лубенск,44,"Zhovnin"""
591,236,Зинковъ,Зѣнковъ,38.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗИНКОВЪ, или ЗѢНКОВЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Іюня 25 , въ день С. Іоанна Крестителя , вторая 15 Августа , въ день успенія Пресвятыя Богородицы, третія Октября 1, въ день Покрова Пресвятыя Богородицы , четвертая Декабря б, въ день Святителя Николая. На оныхъ торгуютъ разнымъ скотомъ, хлѣбомъ и съѣстными припасами. Здѣсь бываютъ и еженедѣльные торжки въ понедѣльникъ и пятокъ, и торгуютъ на оныхъ хлѣбомъ.",Зинков,not_found,Зинков,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=47.5&west=27.3&east=35.3&north=55.5&name=%D0%97%D0%B8%D0%BD%D0%BA%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,not_in_text,not_иn_text,нот_ин_теxт,46,"Zinkov"""
592,237,Змѣевѣ,,69.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗМѢЕВѢ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываютъ въ году три ярмарки : первая Іюня 29, въ день Св. Апостоловъ Петра и Павла, вторая Сентября 1, въ день Симеона Столпника, третія Октября 14, на день Параскевы. Купцы пріѣзжаютъ на оныя изъ разныхъ Россійскихъ городовъ съ шелковыми , шерстяными , бумажными и прочими товарами.",Змееве,not_found,Змееве,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%97%D0%BC%D0%B5%D0%B5%D0%B2%D0%B5&username=jaguillette&featureClass=P,None,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,Изюма,изюм,46,Zmeeve
796,250,Ивановцы,,8.0,not_found,not_found,шанцъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВЦЫ, шанцъ Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки.",Ивановцы,not_found,Ивановцы,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D1%86%D1%8B&username=jaguillette&featureClass=P,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,not_иn_text,нот_ин_теxт,48,Ivanovtsy
818,257,Инжавенье,,133.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИНЖАВЕНЬЕ, село разныхъ Помѣщиковъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываютъ ярмарки въ девятую , десятую и одинадцатую пятницы по Пасхѣ; на оныхъ торгуютъ купцы холстомъ, пенькою и прочимъ.",Инжавенье,not_found,Инжавенье,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%98%D0%BD%D0%B6%D0%B0%D0%B2%D0%B5%D0%BD%D1%8C%D0%B5&username=jaguillette&featureClass=P,None,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,Шатскомъ уѣздѣ,Шатском уезде,шатск,49,Inzhaven'e
824,262,Исетская,,129.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСЕТСКАЯ, слобода уфимскаго Намѣстничества въ уѣздѣ города Челябинска. Бываютъ здѣсь ярмарки на десятой недѣлѣ по Пасхѣ и Октября 23 дня ; торгуютъ мѣлочными товарами.",Исетская,not_found,Исетская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=50.733333&west=51.966667&east=59.966667&north=58.733333&name=%D0%98%D1%81%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&featureClass=P,None,geonames,уфимскаго Намѣстничества,уфимского Наместничества,уфимск,Челябинска,Челябинска,челябинск,50,Isetskaia
825,263,Исталена,,60.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСТАЛЕНА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",Исталена,not_found,Исталена,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=51.483333&west=24.8&east=32.8&north=59.483333&name=%D0%98%D1%81%D1%82%D0%B0%D0%BB%D0%B5%D0%BD%D0%B0&username=jaguillette&featureClass=P,None,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабурга,Динабурга,динабург,50,Istalena
