,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,lc_translit,pres_loc,country,country_code,result_placename,searched_placename,admin1,country_name,src_id,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page
203,1,90,Бѣлополье,,37.0,34.31287,51.15016,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОПОЛЬЕ, городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Генваря 6, вторая Іюня 24, третія Сентября 14 дня; торгуютъ на оныхъ разнымъ мѣлочнымъ товаромъ, лошадьми, скотомъ , горячимъ виномъ и проч.",Белополье,Belopol'e,"Bilopillya, Sums'ka oblast",Ukraine,UA,Bilopillya,Белополье,Sumy,Ukraine,712559,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B5&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,24
213,1,95,Валуйки,,5.0,38.1067,50.2035,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛУЙКИ, городъ Воронежскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, называемая Петровская; да въ уѣзДѣ въ слободахъ бываютъ ярмарки , въ Уразовой семь , въ Николаевкѣ четыре , въ Погромцѣ пять , въ Венделевкѣ три , въ Бѣлокуриной двѣ, въ Деркулѣ три.",Валуйки,Valuiki,"Valuyki, Belgorod Oblast",Russia,RU,Valuyki,Валуйки,Belgorod,Russia,477192,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D1%83%D0%B9%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,not_in_text,25
214,1,96,Варва,,111.0,32.71968,50.49503,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАРВА, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки :    первая Маія 9, вторая Іюня 29, третія Ноября 1. На оныхъ торгуютъ окольные жители своими произрастѣніями, какъ - то хлѣбомъ , разнымъ скотомъ , съѣстными припасами , сѣномъ, дегтемъ и прочими мѣлочьми; здѣсь такжебываетъ и еженедѣльной торгъ въ среду.",Варва,Varva,"Varva, Chernihivs'ka oblast",Ukraine,UA,Varva,Варва,Chernihiv,Ukraine,690469,http://api.geonames.org/search?name=%D0%92%D0%B0%D1%80%D0%B2%D0%B0&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Прилуцкомъ уѣздѣ,25
216,1,98,Вашка,,90.0,45.7464,64.8827,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВАШКА , деревня Архангельскаго Намѣстничества въ Мезенскомъ уѣздѣ. Здѣсь бываетъ небольшая годовая ярмарка въ Генварѣ мѣсяцѣ, называемая Мезенская, на которую съ Волокопинежской ярмарки нѣкоторая чаешь мѣлочныхъ товаровъ переходитъ.",Вашка,Vashka,"Melospolye, Arkhangelsk Oblast",Russia,RU,Melospol’ye,Вашка,Arkhangelskaya,Russia,527624,http://api.geonames.org/search?name=%D0%92%D0%B0%D1%88%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=60.3600075373&west=27.4506621361&north=70.1894276115&east=58.6121673584,geonames,Архангельскаго Намѣстничества,Архангельского Наместничества,архангельск,Мезенскомъ уѣздѣ,26
217,1,99,Вейделевка,,50.0,38.4492,50.1521,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЙДЕЛЕВКА, слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году три ярмарки.",Вейделевка,Veidelevka,"Veydelevka, Belgorod Oblast",Russia,RU,Veydelevka,Вейделевка,Belgorod,Russia,473856,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%B9%D0%B4%D0%B5%D0%BB%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,Валуекъ,26
218,1,100,Велижъ,,24.0,31.19673,55.60564,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИЖЪ, городъ Полотскаго Намѣстничества. Въ семъ городѣ бываетъ въ году двѣ ярмарки : первая 2о Іюля , вторая на первой недѣлѣ великаго поста.",Велиж,"Velizh""","Velizh, Smolensk Oblast",Russia,RU,Velizh,Велиж,Smolensk,Russia,475955,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%B6&username=jaguillette&featureClass=P&type=json&south=51.483333&west=24.8&north=59.483333&east=32.8,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,not_in_text,26
233,1,102,Венденъ,,27.0,25.27456,57.31188,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕНДЕНЪ, городъ Рижскаго Намѣстничества. Здѣсь бываютъ въ году двѣ ярмарки: одна въ Ивановъ , а другая въ Михайловъ день; но оныя въ себѣ важнаго ничего не заключаютъ.",Венден,"Venden""","Cēsis, Cēsis Municipality",Latvia,LV,Cēsis,Венден,Cēsu Rajons,Latvia,460570,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BD%D0%B4%D0%B5%D0%BD&username=jaguillette&featureClass=P&type=json&south=52.9475&west=20.106944&north=60.9475&east=28.106944,geonames,Рижскаго Намѣстничества,Рижского Наместничества,рижск,not_in_text,26
248,1,109,Весіегонскъ,,33.0,37.2604,58.66398,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=26,"ВЕСІЕГОНСКЪ, городъ Тверскаго Намѣстничества. Бываетъ здѣсь одна ярмарка на праздникъ Богоявленія Господня; товары привозятся въ разныхъ званіяхъ, съѣстные и москотильные, также пушные и желѣзные и посуда мѣдная, оловян-ная и деревянная , кожаныя обуви, чулки гарусные и шерстяные.",Весиегонск,"Vesіegonsk""","Vesyegonsk, Tver Oblast",Russia,RU,Ves'yegonsk,Весиегонск,Tverskaya,Russia,473943,http://api.geonames.org/search?name=%D0%92%D0%B5%D1%81%D0%B8%D0%B5%D0%B3%D0%BE%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=52.857828&west=31.921928&north=60.857828&east=39.921928,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,not_in_text,27
254,1,114,Волмаръ,,27.0,25.42751,57.54108,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=27,"ВОЛМАРЪ, городъ Рижскаго Намѣстничества. Въ немъ бываетъ ярмарка въ день Святыя Анны , продолжающаяся дни съ два, на которую и иностранные купцы пріѣзжаютъ съ товарами не въ большемъ количествѣ.",Волмар,"Volmar""","Valmiera, Valmieras pilsēta",Latvia,LV,Valmiera,Волмар,Valmieras Rajons,Latvia,453754,http://api.geonames.org/search?name=%D0%92%D0%BE%D0%BB%D0%BC%D0%B0%D1%80&username=jaguillette&featureClass=P&type=json&south=52.9475&west=20.106944&north=60.9475&east=28.106944,geonames,Рижскаго Намѣстничества,Рижского Наместничества,рижск,not_in_text,28
266,1,122,Воронежъ,,5.0,39.1843,51.67204,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЕЖЪ, главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ , середамъ и пятницамъ торговъ , бываютъ въ году двѣ ярмарки: первая въ городѣ о десятой пятницѣ , а послѣдняя при слободѣ Чижовкѣ въ 29 день Августа.",Воронеж,"Voronezh""","Voronezh, Voronezh Oblast",Russia,RU,Voronezh,Воронеж,Voronezj,Russia,472045,http://api.geonames.org/search?name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежъ Намѣстничества,Воронеж Наместничества,воронежск,not_in_text,30
267,1,123,Воронежъ,,102.0,33.45944,51.77572,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЕЖЪ, мѣстечко Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ. Здѣсь бываетъ въ году три ярмарки.",Воронеж,"Voronezh""","Voronizh, Sums'ka oblast",Ukraine,UA,Voronezh,Воронеж,Sumy,Ukraine,689025,http://api.geonames.org/search?name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%B6&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Нѣжинскомъ уѣздѣ,30
268,1,124,Воронковъ,,105.0,30.89967,50.22235,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНКОВЪ, мѣстечко Кіевскаго Намѣстничества въ Переяславскомъ уѣздѣ. Здѣсь бываетъ въ годъ одна ярмарка въ день Рождества Богородицы; торгуютъ на оныхъ изъ окольныхъ мѣстъ обыватели хлѣбомъ, съѣстными припасами, горячимъ виномъ, деревянною посудою и прочими мѣлочьми.",Воронков,"Voronkov""","Voron'kiv, Kyivs'ka oblast",Ukraine,UA,Voronkov,Воронков,Kiev,Ukraine,689017,http://api.geonames.org/search?name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D0%BA%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Переяславскомъ уѣздѣ,30
281,1,127,Вревъ,,25.0,28.84938,57.20557,пригородъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВРЕВЪ, пригородъ Псковскаго Намѣстничества. Здѣсь бываетъ ярмарка въ день Николая Чудотворца , на которую пріѣзжаютъ изъ разныхъ мѣстъ съ мѣлочнымъ товаромъ.",Врев,"Vrev""","Pushkinogorsky District, Pskov Oblast",Russia,RU,Vrev,Врев,Pskov,Russia,471122,http://api.geonames.org/search?name=%D0%92%D1%80%D0%B5%D0%B2&username=jaguillette&featureClass=P&type=json&south=55.1937102573&west=24.1218047142&north=59.0651312501&east=32.1900482178,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,not_in_text,30
284,1,129,Выборгъ,,6.0,28.75283,60.70763,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВЫБОРГЪ, главный городъ Намѣстничества сего имени. Въ ономъ бываетъ въ каждое лѣто ярмарка, какъ въ городѣ приморскомъ; отсюда за море отпускаютъ доски, смолу , желѣзо , а получаютъ соль, табакъ , вина и прочее. Сверхъ сего бываетъ въ году еще двѣ ярмарки: первая Августа 24 вторая Сентября 21, на которыякрестьяне привозятъ по большей части рогатой скотъ, лошадей и съѣстные припасы.",Выборг,"Vyborg""","Vyborg, Leningrad Oblast",Russia,RU,Vyborg,Выборг,Leningrad,Russia,470546,http://api.geonames.org/search?name=%D0%92%D1%8B%D0%B1%D0%BE%D1%80%D0%B3&username=jaguillette&featureClass=P&type=json&south=56.709167&west=24.744167&north=64.70916700000001&east=32.744167000000004,geonames,Выборгъ Намѣстничества,Выборг Наместничества,выборг,not_in_text,30
317,1,132,Вытегра,,20.0,36.44811,61.00636,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫТЕГРА, городъ Олонецкаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки : первая Февраля 2, вторая Августа 16, третія Октября 1, четвертая 9 Маія. Сіи ярмарки учреждены бывшимъ Господиномъ НовогороДскимъ Губернаторомъ Сиверсомъ.",Вытегра,Vytegra,"Vytegra, Vologda Oblast",Russia,RU,Vytegra,Вытегра,Vologda,Russia,469960,http://api.geonames.org/search?name=%D0%92%D1%8B%D1%82%D0%B5%D0%B3%D1%80%D0%B0&username=jaguillette&featureClass=P&type=json&south=57.783333&west=30.35&north=65.783333&east=38.35,geonames,Олонецкаго Намѣстничества,Олонецкого Наместничества,олонецк,not_in_text,31
340,1,139,Вязники,,3.0,42.15563,56.24057,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=31,"ВЯЗНИКИ , городъ Володимерскаго Намѣстничества. Здѣсь бываетъ ярмарка въ праздникъ казанскія Пресвятыя Богородицы Іюля 3 дня.",Вязники,Viazniki,"Vyazniki, Vladimir Oblast",Russia,RU,Vyazniki,Вязники,Vladimir,Russia,470666,http://api.geonames.org/search?name=%D0%92%D1%8F%D0%B7%D0%BD%D0%B8%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=52.133333&west=36.416667&north=60.133333&east=44.416667,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,not_in_text,32
358,1,144,Гадячь,,38.0,33.99099,50.37112,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=31,"ГАДЯЧЬ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки: первая Генваря 6, въ день Св. Богоявленія, вторая Апрѣля 23, въ день Св. Великомученика Георгія, третія Іюня 29, въ день Св. Апостоловъ Петра и Павла, четвертая Октября 14, въ день Преподобныя Параскевы. На оныхъ ярмаркахъ и въ торговые еженедѣльные дни торгуютъ хлѣбомъ, медомъ, воскомъ, табакомъ , саломъ, волною , горячимъ виномъ , лошадьми, рогатымъ скотомъ, овцами и прочею мѣлочью.",Гадячь,Gadiach',"Hadyach, Poltavs'ka oblast",Ukraine,UA,Hadyach,Гадячь,Poltava,Ukraine,709054,http://api.geonames.org/search?name=%D0%93%D0%B0%D0%B4%D1%8F%D1%87%D1%8C&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,not_in_text,32
361,1,147,Гдовъ,,25.0,27.81977,58.74424,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГДОВЪ, городъ Псковскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка; торгуютъ лавочнымъ мѣлочнымъ товаромъ.",Гдов,"Gdov""","Gdov, Pskov Oblast",Russia,RU,Gdov,Гдов,Pskov,Russia,561679,http://api.geonames.org/search?name=%D0%93%D0%B4%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=55.1937102573&west=24.1218047142&north=59.0651312501&east=32.1900482178,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,not_in_text,33
366,1,152,Глинскъ,,8.0,32.89946,48.95619,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГЛИНСКЪ , слобода Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году три ярмарки.",Глинск,"Glinsk""","Hlyns'k, Kirovohrads'ka oblast",Ukraine,UA,Glinsk,Глинск,Kirovohrad,Ukraine,708765,http://api.geonames.org/search?name=%D0%93%D0%BB%D0%B8%D0%BD%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=46.07&west=29.6&north=49.99&east=39.14,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,33
410,1,158,Гоголевъ,,77.0,31.02241,50.51864,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=33,"ГОГОЛЕВЪ, мѣстечко Кіевскаго Намѣстничества и уѣзду. Здѣсь бываетъ въ году гари ярмарки; на оныя пріѣзжаютъ купцы изъ окольныхъ городовъ , торгуютъ хлѣбомъ , разнымъ мѣлочнымъ товаромъ, рыбою , солью , скотомъ и прочимъ.",Гоголев,"Gogolev""","Hoholiv, Kyivs'ka oblast",Ukraine,UA,Gogoliv,Гоголев,Kiev,Ukraine,708638,http://api.geonames.org/search?name=%D0%93%D0%BE%D0%B3%D0%BE%D0%BB%D0%B5%D0%B2&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Кіевскаго уѣздѣ,34
411,1,159,Голтва,,13.0,33.85422,49.4202,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=33,"ГОЛТВА , городъ того же Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки: первая Генваря 6, другая Іюля 29, третія Августа 6, четвертая Ноября 8; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами тамъ родящимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ, дегтемъ, овчинами , кожами и прочимъ; иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Голтва,Goltva,"Hovtva, Poltavs'ka oblast",Ukraine,UA,Goltva,Голтва,Poltava,Ukraine,708551,http://api.geonames.org/search?name=%D0%93%D0%BE%D0%BB%D1%82%D0%B2%D0%B0&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,not_in_text,34
417,1,162,Горбатовъ,,17.0,43.06363,56.1311,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=34,"ГОРБАТОВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ каждонедѣльно бываетъ по середамъ торгъ , на которой привозятъ крестьяне хлѣбъ и пеньку.",Горбатов,"Gorbatov""","Gorbatov, Nizhny Novgorod Oblast",Russia,RU,Gorbatov,Горбатов,Nizjnij Novgorod,Russia,560285,http://api.geonames.org/search?name=%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=52.32867&west=40.00205&north=60.32867&east=48.00205,geonames,Нижегородскаго Намѣстничества,Нижегородского Наместничества,нижегородск,not_in_text,35
480,1,170,Гороховецъ,,3.0,42.69351,56.20152,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=35,"ГОРОХОВЕЦЪ, городъ Владимерскаго Намѣстничества. Здѣсь ярмарокъ нѣтъ, а бываетъ одна, разстояніемъ отъ онаго въ двадцати четырехъ верстахъ за рѣкою Клязьмою при Флорищевской пустынѣ прежде пра здника успенія Пресвятыя Богородицы дней за пять, на которую привозятъ холстъ и прочіе мѣлочные Россійскіе товары.",Гороховец,"Gorokhovets""","Gorokhovets, Vladimir Oblast",Russia,RU,Gorokhovets,Гороховец,Vladimir,Russia,559459,http://api.geonames.org/search?name=%D0%93%D0%BE%D1%80%D0%BE%D1%85%D0%BE%D0%B2%D0%B5%D1%86&username=jaguillette&featureClass=P&type=json&south=52.133333&west=36.416667&north=60.133333&east=44.416667,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,not_in_text,36
481,1,171,Горошинъ,,88.0,32.73911,49.6548,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=35,"ГОРОШИНЪ, мѣстечко Кіевскаго Намѣстничества въ Лубенскомъ уѣздѣ. Здѣсь бываетъ въ годъ три ярмарки : первая Генваря 1 дня , вторая о проводахъ Свѣтлой седмицы , третія Сентябри 14 дня.",Горошин,"Goroshin""","Horoshyne, Poltavs'ka oblast",Ukraine,UA,Goroshino,Горошин,Poltava,Ukraine,708282,http://api.geonames.org/search?name=%D0%93%D0%BE%D1%80%D0%BE%D1%88%D0%B8%D0%BD&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Лубенскомъ уѣздѣ,36
483,1,173,Гремячевъ,,46.0,38.6607,54.13149,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=35,"ГРЕМЯЧЕВЪ, слобода Тульскаго Намѣстничества въ Бѣлевскомъ уѣздѣ. Въ оной бываетъ двѣ годовыя ярмарки : первая въ день праздника Преполовенія, вторая въ первый день Петрова поста; на оныя пріѣзжаютъ купцы изъ ближнихъ городовъ съ разными мѣлочными для крестьянства товарами.",Гремячев,"Gremiachev""","Gremyachee, Tula Oblast",Russia,RU,Gremyachev,Гремячев,Tula,Russia,558886,http://api.geonames.org/search?name=%D0%93%D1%80%D0%B5%D0%BC%D1%8F%D1%87%D0%B5%D0%B2&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Бѣлевскомъ уѣздѣ,36
489,1,175,Гритчино,,73.0,38.10556,54.60417,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=35,"ГРИТЧИНО, село Тульскагу Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Сошествія Святаго Духа ; а на тое ярмарку товары въ продажу привозятся изъ Каширы, а по близости изъТулы, Серпухова, Венепа и Зарайска по малому числу москотильной мѣлочной и прочіе съѣстные припасы , а паче отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька, медъ, воскъ и прочее деревянное издѣлье.",Гритчино,Gritchino,"Venyovsky District, Tula Oblast",Russia,RU,Gritchino,Гритчино,Tula,Russia,558505,http://api.geonames.org/search?name=%D0%93%D1%80%D0%B8%D1%82%D1%87%D0%B8%D0%BD%D0%BE&username=jaguillette&featureClass=P&type=json&south=50.2&west=33.616667&north=58.2&east=41.616667,geonames,Тульскагу Намѣстничества,Тульскагу Наместничества,тульскаг,Каширскомъ уѣздѣ,36
495,1,177,Грязное,Колюпановка,41.0,39.1179,54.0418,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=36,"ГРЯЗНОЕ, КОЛЮПАНОВКА тожь, село Тульскаго Намѣстничества въ Алексинскомъ уѣздѣ. Въ ономъ бываешь ярмарка Іюля 8. Здѣсь торгуютъ купцы товарами , до . крестьянъ принадлежащими.",Грязное,Griaznoe,"Gryaznoye, Ryazan Oblast",Russia,RU,Gryaznoye,Грязное,Rjazan,Russia,558270,http://api.geonames.org/search?name=%D0%93%D1%80%D1%8F%D0%B7%D0%BD%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Алексинскомъ уѣздѣ,37
496,1,178,Грязовецъ,,4.0,40.2525,58.88,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=36,"ГРЯЗОВЕЦЪ, городъ Вологодскаго Намѣстничества. Въ немъ собираются окольные поселяне для мѣлочнаго торгу всякой понедѣльникь , а всякой день торгуютъ съѣстными припасами для проѣзжающихъ; сверхъ сего обыватели онаго какъ мущины, такъ и женщины упражняются въ вязаніи чулковъ и варегъ для продажи въ розницу и на подрядъ.",Грязовец,"Griazovets""","Gryazovets, Vologda Oblast",Russia,RU,Gryazovets,Грязовец,Vologda,Russia,558236,http://api.geonames.org/search?name=%D0%93%D1%80%D1%8F%D0%B7%D0%BE%D0%B2%D0%B5%D1%86&username=jaguillette&featureClass=P&type=json&south=57.25&west=37.83&north=64.08&east=57.25,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,37
498,1,180,Дагда,,60.0,27.53723,56.09512,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=36,"ДАГДА , мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываютъ въ году триярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлсчными товарами , виномъ и пивомъ.",Дагда,Dagda,"Dagda, Dagdas novads",Latvia,LV,Dagda,Дагда,Dagda,Latvia,460474,http://api.geonames.org/search?name=%D0%94%D0%B0%D0%B3%D0%B4%D0%B0&username=jaguillette&featureClass=P&type=json&south=51.483333&west=24.8&north=59.483333&east=32.8,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабургскомъ уѣздѣ,37
501,1,183,Двурѣчная,,69.0,37.68262,49.85019,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=37,"ДВУРѢЧНАЯ, слобода Харьковскаго Намѣстничества въ Изюмскомъ уѣздѣ. Въ оной бываетъ въ году пять ярмарокъ : первая Генваря 1 на день",Двуречная,Dvurechnaia,"Dvorichna, Kharkiv Oblast",Ukraine,UA,Dvorichna,Двуречная,Kharkiv,Ukraine,709399,http://api.geonames.org/search?name=%D0%94%D0%B2%D1%83%D1%80%D0%B5%D1%87%D0%BD%D0%B0%D1%8F&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюмскомъ уѣздѣ,38
502,1,184,Деймановка,,111.0,32.62939,50.214,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=37,"ДЕЙМАНОВКА , село Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Бываетъ здѣсь въ году двѣ ярмарки, одна о десятой пятницѣ, а другая 2 Іюля, въ день Положенія честныя ризы Пресвятыя Богородицы , на коихъ торгуютъ окольные жители деревенскими произрастѣніями, какъ то хлѣбомъ , разнымъ скотомъ, съѣстными припасами, деревянною посудою и прочею крестьянскою мѣлочью.",Деймановка,Deimanovka,"Deimanivka, Poltavs'ka oblast",Ukraine,UA,Deymanovka,Деймановка,Poltava,Ukraine,710056,http://api.geonames.org/search?name=%D0%94%D0%B5%D0%B9%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Прилуцкомъ уѣздѣ,38
