,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,uezd_modern_sp,uezd_stem,page,lc_translit
256,119,Волскъ,,29.0,47.24338,51.98627,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,"ВОЛСКЪ, городъ Саратовскаго Намѣстничества. Въ немъ кромѣ еженедѣльнаго торгу хлѣбомъ и проч. бываетъ съѣздъ крестьянъ 28 Іюня.",Волск,Vol’sk,Волск,Saratov,Russia,499977,RU,http://api.geonames.org/search?type=json&south=48.45&west=40.3&east=51.36&north=53.18&name=%D0%92%D0%BE%D0%BB%D1%81%D0%BA&username=jaguillette&featureClass=P,geonames_jsons/Волск_119.json,geonames,Саратовскаго Намѣстничества,Саратовского Наместничества,саратовск,not_in_text,not_иn_text,нот_ин_теxт,29,"Volsk"""
257,120,Волчья,,128.0,37.5664,50.465,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,"ВОЛЧЬЯ , слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Сентября 6, Октября 14, Декабря 9, Генваря 27, Марта 9, Маія и, Іюля 24; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Волчья,Volch’ya Aleksandrovka,Волчья,Belgorod,Russia,472807,RU,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%92%D0%BE%D0%BB%D1%87%D1%8C%D1%8F&username=jaguillette&featureClass=P,geonames_jsons/Волчья_120.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,29,Volch'ia
258,120,Волчья,,128.0,37.26484,50.35855,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,"ВОЛЧЬЯ , слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Сентября 6, Октября 14, Декабря 9, Генваря 27, Марта 9, Маія и, Іюля 24; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Волчья,Mala Vovcha,Волчья,Kharkiv,Ukraine,702146,UA,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%92%D0%BE%D0%BB%D1%87%D1%8C%D1%8F&username=jaguillette&featureClass=P,geonames_jsons/Волчья_120.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,29,Volch'ia
259,121,Волынцы,,109.0,45.47827,57.80841,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,"ВОЛЫНЦЫ, мѣстечко въ уѣздѣ города Полотска. Здѣсь бываетъ въ году двѣ ярмарки : первая Іюля 24, вторая Октября 1. Купцы пріѣзжаютъ на оныя изъ сосѣдственныхъ городовъ съ разными мѣлочными товарами.",Волынцы,Volyntsy,Волынцы,Nizjnij Novgorod,Russia,472245,RU,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%92%D0%BE%D0%BB%D1%8B%D0%BD%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Волынцы_121.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Полотска,Полотска,полотск,29,Volyntsy
260,121,Волынцы,,109.0,28.1864,55.709,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,"ВОЛЫНЦЫ, мѣстечко въ уѣздѣ города Полотска. Здѣсь бываетъ въ году двѣ ярмарки : первая Іюля 24, вторая Октября 1. Купцы пріѣзжаютъ на оныя изъ сосѣдственныхъ городовъ съ разными мѣлочными товарами.",Волынцы,Volyntsy,Волынцы,Vitsyebskaya Voblastsʼ,Belarus,620010,BY,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%92%D0%BE%D0%BB%D1%8B%D0%BD%D1%86%D1%8B&username=jaguillette&featureClass=P,geonames_jsons/Волынцы_121.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,Полотска,Полотска,полотск,29,Volyntsy
265,126,Воронцовка,,32.0,44.6425,53.5248,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Vorontsovka,Воронцовка,Penza,Russia,7457925,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
266,126,Воронцовка,,32.0,40.3549,50.6132,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Vorontsovka,Воронцовка,Voronezj,Russia,471909,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
267,126,Воронцовка,,32.0,41.4157,52.45956,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Vorontsovka,Воронцовка,Tambov,Russia,471906,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
268,126,Воронцовка,,32.0,44.37049,52.29335,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Vorontsovka,Воронцовка,Saratov,Russia,471907,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
269,126,Воронцовка,,32.0,37.5473,51.9058,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Vorontsovka,Воронцовка,Kursk,Russia,808229,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
270,126,Воронцовка,,32.0,44.53333,52.21667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Malaya Vorontsovka,Воронцовка,Saratov,Russia,531242,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
271,126,Воронцовка,,32.0,44.23056,51.30528,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",Воронцовка,Malaya Vorontsovka,Воронцовка,Saratov,Russia,531243,RU,http://api.geonames.org/search?type=json&south=48.716667&west=37.433333&east=45.433333&north=56.716667&name=%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%86%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,geonames_jsons/Воронцовка_126.json,geonames,Тамбовскомъ Намѣстничества,Тамбовском Наместничества,тамбовск,not_in_text,not_иn_text,нот_ин_теxт,30,Vorontsovka
278,129,Выборъ,,25.0,29.1663,57.22716,пригородъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВЫБОРЪ, пригородъ того же Намѣстничества. Здѣсь бываютъ годовыя ярмарки: первая въ день Сошествія Святаго Духа , вторая въ день Успенія Богородицы, третія въ день Воздвиженія. На оныя пріѣзжаютъ Торопецкіе купцы съ мѣлочнымъ товаромъ.",Выбор,Vybor,Выбор,Pskov,Russia,470549,RU,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%92%D1%8B%D0%B1%D0%BE%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Выбор_129.json,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,not_in_text,not_иn_text,нот_ин_теxт,30,"Vybor"""
279,129,Выборъ,,25.0,30.10436,58.69725,пригородъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,"ВЫБОРЪ, пригородъ того же Намѣстничества. Здѣсь бываютъ годовыя ярмарки: первая въ день Сошествія Святаго Духа , вторая въ день Успенія Богородицы, третія въ день Воздвиженія. На оныя пріѣзжаютъ Торопецкіе купцы съ мѣлочнымъ товаромъ.",Выбор,Vybor,Выбор,Leningrad,Russia,470548,RU,http://api.geonames.org/search?type=json&south=55.1937102573&west=24.1218047142&east=32.1900482178&north=59.0651312501&name=%D0%92%D1%8B%D0%B1%D0%BE%D1%80&username=jaguillette&featureClass=P,geonames_jsons/Выбор_129.json,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,not_in_text,not_иn_text,нот_ин_теxт,30,"Vybor"""
281,131,Высокое,,56.0,38.32601,54.61996,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,",Высокое,Vysokoye,Высокое,Tula,Russia,470051,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_131.json,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,31,Vysokoe
282,131,Высокое,,56.0,39.4,54.76667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,",Высокое,Vysokovo,Высокое,Rjazan,Russia,470149,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_131.json,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,31,Vysokoe
283,131,Высокое,,56.0,34.90271,56.69912,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,",Высокое,Vysokoye,Высокое,Tverskaya,Russia,451891,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_131.json,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,31,Vysokoe
284,131,Высокое,,56.0,39.4156,54.5221,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,",Высокое,Vysokoye,Высокое,Rjazan,Russia,818705,RU,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_131.json,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,31,Vysokoe
285,132,Высокое,,72.0,38.02028,57.30139,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,470022,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
286,132,Высокое,,72.0,39.37652,53.95177,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Rjazan,Russia,470059,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
287,132,Высокое,,72.0,35.23576,58.34476,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Novgorod,Russia,470018,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
288,132,Высокое,,72.0,33.59261,53.95642,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Brjansk,Russia,817402,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
289,132,Высокое,,72.0,37.2848,58.3742,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,7591137,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
290,132,Высокое,,72.0,37.2586,58.4403,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,7591180,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
291,132,Высокое,,72.0,37.016,57.4632,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,7586019,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
292,132,Высокое,,72.0,39.84493,59.6289,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Vologda,Russia,470079,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
293,132,Высокое,,72.0,37.2624,58.498,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,7591231,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
294,132,Высокое,,72.0,32.87314,56.39286,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,470032,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
295,132,Высокое,,72.0,38.32601,54.61996,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tula,Russia,470051,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
296,132,Высокое,,72.0,34.94522,53.91993,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Kaluga,Russia,470227,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
297,132,Высокое,,72.0,38.83169,58.5974,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Jaroslavl,Russia,7459618,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
298,132,Высокое,,72.0,34.13892,56.9745,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",Высокое,Vysokoye,Высокое,Tverskaya,Russia,470026,RU,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%92%D1%8B%D1%81%D0%BE%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,geonames_jsons/Высокое_132.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,31,Vysokoe
