,ru_old_orth,alt_name_old_orth,ru_old_featuretype,ru_prov,ru_uezd,description,page,SOURCE,html_text,ru_new_orth,alt_name_new_orth,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,admin1_partofID,admin2_partofID,partof_id,txt_id
241,Ивановка,,село,Пензенскаго Намѣстничества,Саранскомъ уѣздѣ,"ИВАНОВКА , село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.",47,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.</span>",Ивановка,,Пензенского Наместничества,Саранском уезде,пензенск,саранск,пензенск|саранск,22,144.0,144.0,241
242,Ивановка,,слобода,Харьковскаго Намѣстничества,Харьковскаго уѣздѣ,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",47,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.</span>",Ивановка,,Харьковского Наместничества,Харьковского уезде,харьковск,харьковск,харьковск|харьковск,37,78.0,78.0,242
243,Иваново,,село,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,"ИВАНОВО , село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюня 29 дня; на оную товары въ продажу привозятся изъ Каширы, Тулы, Серпухова, Веневы и изъ Зарайска по малому числу москотильные мѣлочные и съѣстные припасы, а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ , воскъ , деревянное издѣлье.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюня 29 дня; на оную товары въ продажу привозятся изъ Каширы, Тулы, Серпухова, Веневы и изъ Зарайска по малому числу москотильные мѣлочные и съѣстные припасы, а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> медъ </span><span class=""font0"" style=""font-style:italic;"">, </span><span class=""font0"">воскъ , деревянное издѣлье.</span>",Иваново,,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,35,110.0,110.0,243
244,Иваново,,село,Владимерскаго Намѣстничества,Суздальскомъ уѣздѣ,"ИВАНОВО, село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Сентября 14 дня, на которой разныхъ городовъ купцы торгуютъ разными мѣлочными купеческими товарами.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Сентября 14 дня, на которой разныхъ городовъ купцы торгуютъ разными мѣлочными купеческими товарами.</span>",Иваново,,Владимерского Наместничества,Суздальском уезде,владимерск,суздальск,владимерск|суздальск,3,150.0,150.0,244
245,Ивановское,,село,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,"ИВАНОВСКОЕ, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Сентября 23 дня; на оную ярмарку товары въ продажу привозятся изъ Каширы, и изъ Тулы, Серпухова, Венева изъ Зарайска по малому числу иоскотильные мѣлочные и прочіе , также съѣстные припасы ; а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ, воскъ, деревянное издѣлье.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Сентября 23 дня; на оную ярмарку товары въ продажу привозятся изъ Каширы, и изъ Тулы, Серпухова, Венева изъ Зарайска по малому числу иоскотильные мѣлочные и прочіе , также съѣстные припасы ; а отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ, воскъ, деревянное издѣлье.</span>",Ивановское,,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,35,110.0,110.0,245
246,Ивановское,,село,Московской Губерніи,Звенигородскомъ уѣздѣ,"ИВАНОВСКОЕ, село Московской Губерніи въ Звенигородскомъ уѣздѣ. Въ семъ селѣ бываетъ ярмарка каждогодно Іюля 8 дня.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи въ Звенигородскомъ уѣздѣ. Въ семъ селѣ бываетъ ярмарка каждогодно Іюля 8 дня.</span>",Ивановское,,Московской Губернии,Звенигородском уезде,московск,звенигородск,московск|звенигородск,1,105.0,105.0,246
247,Ивановское,,село,Калужскаго Намѣстничества,,"ИВАНОВСКОЕ, село Калужскаго Намѣстничества близъ города Малаго Ярославца. Здѣсь бываетъ годовая ярмарка Іюня 24 дня, на которую собираются купцы изъ Малаго Ярославца и изъ Боровскаа, торгуютъ мѣлочными крестьянскими товарами.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Калужскаго Намѣстничества близъ города Малаго Ярославца. Здѣсь бываетъ годовая ярмарка Іюня 24 дня, на которую собираются купцы изъ Малаго Ярославца и изъ Боровскаа, торгуютъ мѣлочными крестьянскими товарами.</span>",Ивановское,,Калужского Наместничества,,калужск,not_in_text,калужск|not_in_text,12,,12,247
248,Ивановцы,,шанцъ,Екатеринославскаго Намѣстничества,,"ИВАНОВЦЫ, шанцъ Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВАНОВЦЫ, </span><span class=""font0"" style=""font-style:italic;"">шанцъ</span><span class=""font0""> Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки.</span>",Ивановцы,,Екатеринославского Наместничества,,екатеринославск,not_in_text,екатеринославск|not_in_text,8,,8,248
249,Ивица,,слобода,Курскаго Намѣстничества,Короченскомъ уѣздѣ,"ИВИЦА , слобода Курскаго Намѣстничества въ Короченскомъ уѣздѣ. Въ оной бываетъ въ году двѣ ярмарки: первая",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИВИЦА , </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Курскаго Намѣстничества въ Короченскомъ уѣздѣ. Въ оной бываетъ въ году двѣ ярмарки: первая</span>",Ивица,,Курского Наместничества,Короченском уезде,курск,короченск,курск|короченск,15,118.0,118.0,249
250,Игрищи,,село,Ярославскаго Намѣстничества,Ярославскаго уѣздѣ,"ИГРИЩИ , село Ярославскаго Намѣстничества и уѣзду. Въ семъ селѣ бываетъ годовая ярмарка въ Сентябрѣ мѣсяцѣ ; съѣзжаются купцы изъ ближнихъ городовъ, какъ - то Ярославля, Ростова , Романова , Углича , Борисоглѣбска , Рыбнаго , Мологи и слободы Норской.",48,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=47,"ИГРИЩИ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества и уѣзду. Въ семъ селѣ бываетъ годовая ярмарка въ Сентябрѣ мѣсяцѣ ; съѣзжаются купцы изъ ближнихъ </span><p><span class=""font0"">городовъ, какъ - то Ярославля, Ростова , Романова , Углича , Борисоглѣбска , Рыбнаго , Мологи и слободы Норской.</span></p>",Игрищи,,Ярославского Наместничества,Ярославского уезде,ярославск,ярославск,ярославск|ярославск,39,80.0,80.0,250
251,Игумново,,село,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,"ИГУМНОВО , село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка о десятой и одинадцатой пятницахъ ; на оныя ярмарки товары привозятся изъ Каширы, Тулы , Серпухова, Венева и изъ Зарайска по малому числу москотильные мѣлочные и прочіе, также съѣстные припасы ; отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ , воскъ и всякое издѣлье.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИГУМНОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка о десятой и одинадцатой пятницахъ ; на оныя ярмарки товары привозятся изъ Каширы</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> Тулы , Серпухова, Венева и изъ Зарайска по малому числу москотильные мѣлочные и прочіе, также съѣстные припасы ; отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька , медъ , воскъ и всякое издѣлье.</span>",Игумново,,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,35,110.0,110.0,251
252,Измайлово,,село,Нижегородскаго Намѣстничества,Арсамазскомъ уѣздѣ,"ИЗМАЙЛОВО , село Нижегородскаго Намѣстничества въ Арсамазскомъ уѣздѣ. Въ ономъ бываетъ одна въ г Ду ярмарка.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИЗМАЙЛОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Нижегородскаго Намѣстничества въ Арсамазскомъ уѣздѣ. Въ ономъ бываетъ одна въ г Ду ярмарка.</span>",Измайлово,,Нижегородского Наместничества,Арсамазском уезде,нижегородск,арсамазск,нижегородск|арсамазск,17,83.0,83.0,252
253,Изюмъ,,городъ,Харьковскаго Намѣстничества,,"ИЗЮМЪ, городъ Харьковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году четыре ярмарки: первая въ Маіѣ мѣсяцѣ въ день Преполовенія, вторая Іюня 24, въ день Рождества Іоанна Предтечи, третія Сентября 14, въ день Воздвиженія честнаго Креста, четвертая Октября 2б, въ день Великомученика Димитрія ; на оныя купцы пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИЗЮМЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Харьковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году четыре ярмарки: первая въ Маіѣ мѣсяцѣ въ день Преполовенія, вторая Іюня 24, въ день Рождества Іоанна Предтечи, третія Сентября 14, въ день Воздвиженія честнаго Креста, четвертая Октября 2б, въ день Великомученика Димитрія ; на оныя купцы пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами.</span>",Изюм,,Харьковского Наместничества,,харьковск,изюм,харьковск|изюм,37,107.0,107.0,253
254,Ильинское,,село,Тульскаго Намѣстничества,Каширскомъ уѣздѣ,"ИЛЬИНСКОЕ, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываютъ торжки каждонедѣльно въ пятничные дни ; товары на оные привозятъ изъ уѣзда холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣснаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИЛЬИНСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываютъ торжки каждонедѣльно въ пятничные дни ; товары на оные привозятъ изъ уѣзда холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣснаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.</span>",Ильинское,,Тульского Наместничества,Каширском уезде,тульск,каширск,тульск|каширск,35,110.0,110.0,254
255,Инжавенье,,село,Тамбовскаго Намѣстничества,Шатскомъ уѣздѣ,"ИНЖАВЕНЬЕ, село разныхъ Помѣщиковъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываютъ ярмарки въ девятую , десятую и одинадцатую пятницы по Пасхѣ; на оныхъ торгуютъ купцы холстомъ, пенькою и прочимъ.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИНЖАВЕНЬЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> разныхъ Помѣщиковъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываютъ ярмарки въ девятую , десятую и одинадцатую пятницы по Пасхѣ; на оныхъ торгуютъ купцы холстомъ, пенькою и прочимъ.</span>",Инжавенье,,Тамбовского Наместничества,Шатском уезде,тамбовск,шатск,тамбовск|шатск,32,156.0,156.0,255
256,Инсара,,городъ,Пензенскаго Намѣстничества,,"ИНСАРА, городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка, называемая Троицкая на которую пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ недорогими товарами.",49,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИНСАРА, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ году одна ярмарка, называемая Троицкая</span><span class=""font0"" style=""font-style:italic;""><sub> </span><span class=""font0""></sub>на которую пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ недорогими товарами.</span>",Инсара,,Пензенского Наместничества,,пензенск,инсарск,пензенск|инсарск,22,221.0,221.0,256
257,Ирбитъ,,городъ,Пермскаго Намѣстничества,,"ИРБИТЪ, городъ Пермскаго Намѣстничества. Здѣсь всякой годъ въ половинѣ Генваря мѣсяца бываетъ великая ярмарка , которая двѣ и три недѣли продолжается, сего для сдѣланъ тамъ большой четвероугольной гостиной дворъ, въ которомъ вдоль стѣнъ девяносто одна , да еще въ срединѣ въ двухъ рядахъ пятдесятъ осьмь лавокъ, и въ которомъ происходитъ во время ярмарки настоящій торгъ, сверхъ того и еще кромѣ онаго гостинаго двора во многихъ шалашахъ, сдѣланныхъ изъ досокъ , въ то время съѣстными припасами и разными мѣлочьии торгуютъ",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИРБИТЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Пермскаго Намѣстничества. Здѣсь </span><span class=""font0"" style=""font-style:italic;"">вся</span><span class=""font0"">кой годъ въ половинѣ Генваря мѣсяца бываетъ великая ярмарка , которая двѣ и три недѣли продолжается, сего для сдѣланъ тамъ большой четвероугольной гостиной дворъ, въ которомъ вдоль стѣнъ девяносто одна , да еще въ срединѣ въ двухъ рядахъ пятдесятъ осьмь лавокъ, и въ которомъ происходитъ во время ярмарки настоящій торгъ, сверхъ того и еще кромѣ онаго гостинаго двора во многихъ шалашахъ, сдѣланныхъ изъ досокъ , въ то время съѣстными припасами и разными мѣлочьии торгуютъ</span>",Ирбит,,Пермского Наместничества,,пермск,ирбитск,пермск|ирбитск,23,225.0,225.0,257
258,Иркутскъ,,главный городъ,Иркутскъ Намѣстничества,,"ИРКУТСКЪ, главный городъ Намѣстничества сего имени. Здѣсь бываютъ въ году двѣ ярмарки: первая съ 15 Марта по 1 Маія, вторая Ноября съ 15 Генваря по 1, въ которыя состоитъ торговля разными Россійскими и Китайскими товарами между Иркутскими и иногородными купцами.",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИРКУТСКЪ, </span><span class=""font0"" style=""font-style:italic;"">главный городъ </span><span class=""font0"">Намѣстничества сего имени. Здѣсь бываютъ въ году двѣ ярмарки: первая съ 15 Марта по 1 Маія, вторая Ноября съ 15 Генваря по 1, въ которыя состоитъ торговля разными Россійскими и Китайскими товарами между Иркутскими и иногородными купцами.</span>",Иркутск,,Иркутск Наместничества,,иркутск,not_in_text,иркутск|not_in_text,9,,9,258
259,Иса,,село,Саратовскомъ Намѣстничества,,"ИСА, село въ Саратовскомъ Намѣстничествѣ и уѣзды. Въ ономъ, сверхъ еженедѣльнаго торгу; бываетъ ярмарка Августа 1 дня, купцы на оную товары привозятъ шелковые и прочіе мѣлочные.",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСА, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> въ Саратовскомъ Намѣстничествѣ и уѣзды. Въ ономъ, сверхъ еженедѣльнаго торгу; бываетъ ярмарка Августа 1 дня, купцы на оную товары привозятъ шелковые и прочіе мѣлочные.</span>",Иса,,Саратовском Наместничества,,саратовск,not_in_text,саратовск|not_in_text,29,,29,259
260,Исетская,,слобода,уфимскаго Намѣстничества,Челябинска,"ИСЕТСКАЯ, слобода уфимскаго Намѣстничества въ уѣздѣ города Челябинска. Бываютъ здѣсь ярмарки на десятой недѣлѣ по Пасхѣ и Октября 23 дня ; торгуютъ мѣлочными товарами.",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСЕТСКАЯ, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> уфимскаго Намѣстничества въ уѣздѣ города Челябинска. Бываютъ здѣсь ярмарки на десятой недѣлѣ по Пасхѣ и Октября 23 дня ; торгуютъ мѣлочными товарами.</span>",Исетская,,уфимского Наместничества,Челябинска,уфимск,челябинск,уфимск|челябинск,36,152.0,152.0,260
261,Исталена,,мѣстечко,Полотскаго Намѣстничества,Динабурга,"ИСТАЛЕНА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСТАЛЕНА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.</span>",Исталена,,Полотского Наместничества,Динабурга,полотск,динабург,полотск|динабург,24,99.0,99.0,261
262,Ична,,мѣстечко,Черниговскаго Намѣстничества,Прилуцкомъ уѣздѣ,"ИЧНА , мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки: первая въ первую седмицу великаго поста, вторая въ первую седмицу Петрова поста, третія Іюля 20, въ день Пророка Иліи. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ - то хлѣбомъ , разнымъ скотомъ, съѣстными припасами, деревянною посудою ипрочею крестьянскою мѣлочью. Здѣсь также бываютъ и еженедѣльные торжки въ понедѣльникъ и пятокъ.",50,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИЧНА , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки: первая въ первую седмицу великаго поста, вторая въ первую седмицу Петрова поста, третія Іюля 20, въ день Пророка Иліи. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ - то хлѣбомъ , разнымъ скотомъ, съѣстными припасами, деревянною посудою и</span><p><span class=""font0"">прочею крестьянскою мѣлочью. Здѣсь также бываютъ и еженедѣльные торжки въ понедѣльникъ и пятокъ.</span></p>",Ична,,Черниговского Наместничества,Прилуцком уезде,черниговск,прилуцк,черниговск|прилуцк,38,140.0,140.0,262
263,Іосифовъ,,монастырь,Московской Губерніи,Рузскомъ уѣздѣ,"ІОСИФОВЪ, монастырь Московской Губерніи въ Рузскомъ уѣздѣ. Подлѣ онаго монастыря бываетъ годовая ярмарка Іюля 20 дня; торгуютъ разными мѣлочными товарами.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"ІОСИФОВЪ, </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Московской Губерніи въ Рузскомъ уѣздѣ. Подлѣ онаго монастыря бываетъ годовая ярмарка Іюля 20 дня; торгуютъ разными мѣлочными товарами.</span>",Иосифов,,Московской Губернии,Рузском уезде,московск,рузск,московск|рузск,1,143.0,143.0,263
264,Іосифовъ,,монастырь,Московской Губерніи,Волоколамскомъ уѣздѣ,"ІОСИФОВЪ, монастырь той же Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываютъ годовыя ярмарки: первая въ день Пятидесятницы , вторая Сентября 8 Дня.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"ІОСИФОВЪ, </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> той же Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываютъ годовыя ярмарки: первая въ день Пятидесятницы , вторая Сентября 8 Дня.</span>",Иосифов,,Московской Губернии,Волоколамском уезде,московск,волоколамск,московск|волоколамск,1,96.0,96.0,264
265,Кадинъ,,мѣстечко,Могилевскаго Намѣстничества,Мстиславскомъ уѣздѣ,"КАДИНЪ, мѣстечко Могилевскаго Намѣстничества въ Мстиславскомъ уѣздѣ. Въ ономъ бываетъ одна ярмарка въ году.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАДИНЪ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Мстиславскомъ уѣздѣ. Въ ономъ бываетъ одна ярмарка въ году.</span>",Кадин,,Могилевского Наместничества,Мстиславском уезде,могилевск,мстиславск,могилевск|мстиславск,16,128.0,128.0,265
266,Кадомъ,,посадъ,Тамбовскаго Намѣстничества,,"КАДОМЪ , посадъ Тамбовскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая Іюня 29, вторая Іюля 20; на оныя купцы съѣзжаются изъ ближнихъ городовъ съ шелковыми , бумажными и црочими мѣлочными товарами.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАДОМЪ , </span><span class=""font0"" style=""font-style:italic;"">посадъ</span><span class=""font0""> Тамбовскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая Іюня 29, вторая Іюля 20; на оныя купцы съѣзжаются изъ ближнихъ городовъ съ шелковыми , бумажными и црочими мѣлочными товарами.</span>",Кадом,,Тамбовского Наместничества,,тамбовск,not_in_text,тамбовск|not_in_text,32,,32,266
267,Казанской Богородицкой,,монастырь,Пензенскаго Намѣстничества,,"КАЗАНСКОЙ БОГОРОДИЦКОЙ , монастырь Пензенскаго Намѣстничества, отъ города Нижеломова въ полуторѣ верстѣ. Здѣсь бываетъ годовая ярмарка Іюля съ 1, и продолжается по 9 число тогожь. мѣсяца.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЗАНСКОЙ БОГОРОДИЦКОЙ , </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Пензенскаго Намѣстничества, отъ города Нижеломова въ полуторѣ верстѣ. Здѣсь бываетъ годовая ярмарка Іюля съ 1, и продолжается по 9 число тогожь. мѣсяца.</span>",Казанской Богородицкой,,Пензенского Наместничества,,пензенск,not_in_text,пензенск|not_in_text,22,,22,267
268,Калиберда,Келеберда,мѣстечко,Екатеринославскаго Намѣстничества,,"КАЛИБЕРДА, или КЕЛЕБЕРДА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИБЕРДА, или КЕЛЕБЕРДА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки.</span>",Калиберда,Келеберда,Екатеринославского Наместничества,,екатеринославск,not_in_text,екатеринославск|not_in_text,8,,8,268
269,Калинкино,,село,Тамбовскаго Намѣстничества,,"КАЛИНКИНО, село Тамбовскаго Намѣстничества около слободы Доброй. Бываетъ здѣсь въ году ярмарка Іюля 20, на которую пріѣзжаютъ купцы съ разными мѣлочными товарами.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИНКИНО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тамбовскаго Намѣстничества около слободы Доброй. Бываетъ здѣсь въ году ярмарка Іюля 20, на которую пріѣзжаютъ купцы съ разными мѣлочными товарами.</span>",Калинкино,,Тамбовского Наместничества,,тамбовск,not_in_text,тамбовск|not_in_text,32,,32,269
270,Каменецъ,,мѣстечко,Полотскаго Намѣстничества,Динабурга,"КАМЕНЕЦЪ, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ. мѣстѣ бываютъ три ярмарки въ году; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",51,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАМЕНЕЦЪ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ. мѣстѣ бываютъ три ярмарки въ году; торгуютъ Рижскаго </span><p><span class=""font0"">Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.</span></p>",Каменец,,Полотского Наместничества,Динабурга,полотск,динабург,полотск|динабург,24,99.0,99.0,270
271,Каменка,,слобода,Харьковскаго Намѣстничества,Изюма,"КАМЕНКА , слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки: первая ьъ день Алексія человѣка Божія , вторая въ день Великомученика Георгія, третія и четвертая во дни Николая Чудотворца лѣтняго и зимняго. На оныя купцы пріѣзжаютъ изъ разныхъ Россійскихъ городовъ съ шелковыми , бумажными , шерстяными товарами и прочимъ.",52,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=51,"КАМЕНКА , </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки: первая ьъ день Алексія человѣка Божія , вторая въ день Великомученика Георгія, третія и четвертая во дни Николая Чудотворца лѣтняго и зимняго. На оныя купцы пріѣзжаютъ изъ разныхъ Россійскихъ городовъ съ шелковыми , бумажными , шерстяными товарами и прочимъ.</span>",Каменка,,Харьковского Наместничества,Изюма,харьковск,изюм,харьковск|изюм,37,107.0,107.0,271
