,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
688,243,Ивановка,,117.0,43.5398,54.2081,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА , село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.",Ивановка,Malaya Ivanovka,Ивановка,Mordoviya,Russia,6654221,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Ивановка_243.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,Саранскомъ уѣздѣ,Саранском уезде,саранск,117.0,47,Ivanovka
689,243,Ивановка,,117.0,43.10279,54.23478,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА , село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.",Ивановка,Podlesnaya Ivanovka,Ивановка,Mordoviya,Russia,6654233,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Ивановка_243.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,Саранскомъ уѣздѣ,Саранском уезде,саранск,117.0,47,Ivanovka
690,243,Ивановка,,117.0,42.5254,52.54381,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА , село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.",Ивановка,Inokovka Vtoraya,Ивановка,Tambov,Russia,556325,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Ивановка_243.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,Саранскомъ уѣздѣ,Саранском уезде,саранск,117.0,47,Ivanovka
691,243,Ивановка,,117.0,42.55107,52.54404,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА , село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Іюля 8 Дня; привозятъ купцы разные мѣлочные шелковые товары.",Ивановка,Inokovka Pervaya,Ивановка,Tambov,Russia,556326,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Ивановка_243.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,Саранскомъ уѣздѣ,Саранском уезде,саранск,117.0,47,Ivanovka
692,244,Ивановка,,128.0,37.29236,50.97568,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,555508,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
693,244,Ивановка,,128.0,35.79167,51.48639,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kursk,Russia,555499,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
694,244,Ивановка,,128.0,37.855,51.0951,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,555507,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
695,244,Ивановка,,128.0,37.173,50.95352,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,809669,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
696,244,Ивановка,,128.0,37.38389,51.36611,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,555503,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
697,244,Ивановка,,128.0,37.37796,51.06316,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,806205,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
698,244,Ивановка,,128.0,36.71667,51.43333,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kursk,Russia,555501,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
699,244,Ивановка,,128.0,36.64002,50.93689,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,809248,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
700,244,Ивановка,,128.0,36.72053,50.43395,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,807327,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
701,244,Ивановка,,128.0,37.23987,50.65073,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,7687396,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
702,244,Ивановка,,128.0,37.97839,50.84993,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Belgorod,Russia,7687768,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
703,244,Ивановка,,128.0,38.1821,50.8611,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Bol'shaya Ivanovka,Ивановка,Belgorod,Russia,575076,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
704,244,Ивановка,,128.0,34.3287,51.5371,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Slobodka-Ivanovka,Ивановка,Kursk,Russia,491892,RU,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
705,244,Ивановка,,128.0,36.20243,48.88826,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Novaya Ivanovka,Ивановка,Kharkiv,Ukraine,699841,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
706,244,Ивановка,,128.0,37.59,49.92472,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kharkiv,Ukraine,813218,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
707,244,Ивановка,,128.0,37.27917,49.74194,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kharkiv,Ukraine,707377,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
708,244,Ивановка,,128.0,34.96667,49.43333,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Poltava,Ukraine,707384,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
709,244,Ивановка,,128.0,34.73333,49.43333,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Poltava,Ukraine,707385,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
710,244,Ивановка,,128.0,34.36945,49.13932,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Poltava,Ukraine,707390,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
711,244,Ивановка,,128.0,34.25,49.01667,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Poltava,Ukraine,707393,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
712,244,Ивановка,,128.0,34.36667,48.98333,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Dnipropetrovsk,Ukraine,707395,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
713,244,Ивановка,,128.0,34.51667,48.96667,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Dnipropetrovsk,Ukraine,707396,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
714,244,Ивановка,,128.0,35.02528,50.18444,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Sumy,Ukraine,808009,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
715,244,Ивановка,,128.0,36.49833,50.08583,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kharkiv,Ukraine,806453,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
716,244,Ивановка,,128.0,37.80083,50.07611,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Kharkiv,Ukraine,806995,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
717,244,Ивановка,,128.0,34.61,50.86306,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Ivanovka,Ивановка,Sumy,Ukraine,807430,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
718,244,Ивановка,,128.0,34.4,49.15,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Ивановка,Zelenovka,Ивановка,Poltava,Ukraine,687381,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Ивановка_244.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,Харьковскаго уѣздѣ,Харьковского уезде,харьковск,128.0,47,Ivanovka
