,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,lc_translit,pres_loc,country,country_code,result_placename,searched_placename,admin1,country_name,src_id,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page
1355,1,450,Мстиславль,,16.0,31.7217,54.0185,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МСТИСЛАВЛЬ, городъ Могилевскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки , на которыя пріѣзжаютъ для торгу Жиды, и продаютъ разные товары, какъ-то хлѣбъ, скотъ и для крестьянскихъ работъ разныя вещи.",Мстиславль,Mstislavl',"Mstsislaw, Mogilev Province",Belarus,BY,Mstsislaw,Мстиславль,Mogilev,Belarus,624889,http://api.geonames.org/search?type=json&username=jaguillette&east=32.863&name=%D0%9C%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BB%D1%8C&north=55.194&south=51.9042&west=29.5408&featureClass=P,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,not_in_text,77
1358,1,453,Муриково,,56.0,35.37,55.99461,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МУРИКОВО, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка Сентября 25 дня; торгуютъ на оной разными крестьянскими товарами.",Муриково,Murikovo,"Murikovo, Moscow Oblast",Russia,RU,Murikovo,Муриково,Moskovskaya,Russia,524313,http://api.geonames.org/search?type=json&username=jaguillette&east=40.3419&name=%D0%9C%D1%83%D1%80%D0%B8%D0%BA%D0%BE%D0%B2%D0%BE&north=56.981&south=54.2132&west=34.3446&featureClass=P,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,77
1359,1,454,Муромъ,,3.0,42.0426,55.575,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=76,"МУРОМЪ, городъ Володимерскаго Намѣстничества. Здѣсь, кромѣ еженедѣльнаго по субботамъ торгу, Іюня 25 дня на праздникъ Св. Благовѣрныхъ Князя Петра и Княгини Ѳевроніи Муромскихъ Чудотворцевъ бываетъ богомоліе , при кото-ромъ Муромскіе купцы и изъ другихъ городовъ обыватели продаютъ слѣдующіе товары: хлѣбъ, мясо , рыбу разныхъ родовъ, шелкъ, кумачи, китайку по цвѣтамъ, бумагу, хлопчатую и крашеную, сукна не дорогой цѣны, воскъ, ладонъ, сандалъ красной и синій, краску брусковую по небольшей части , камки , голи по цвѣтамъ, букеты, грезеты, люстрины, тафты, кисѣи, каламенки разныхъ рукъ, позументы, масло деревянное, скипидаръ, нефть, квасцы , купоросѣ , сахаръ , чай , виноградные напитки , укладъ, желѣзо, пестрядь бумажную разныхъ цвѣтовъ, мѣхи заячьи и мер-лушчатые , шапки , рукавицы , сапоги , гарусъ , чулки , узды , шлеи, гужи , кушаки и другія мѣлочныя вещи , такожь и крестьянское рукодѣліе.",Муром,"Murom""","Murom, Vladimir Oblast",Russia,RU,Murom,Муром,Vladimir,Russia,524294,http://api.geonames.org/search?type=json&username=jaguillette&east=44.416667&name=%D0%9C%D1%83%D1%80%D0%BE%D0%BC&north=60.133333&south=52.133333&west=36.416667&featureClass=P,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,not_in_text,77
1360,1,455,Мценскъ,,21.0,36.57334,53.27657,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",Мценск,"Mtsensk""","Mtsensk, Oryol Oblast",Russia,RU,Mtsensk,Мценск,Orjol,Russia,524640,http://api.geonames.org/search?type=json&username=jaguillette&east=39.224&name=%D0%9C%D1%86%D0%B5%D0%BD%D1%81%D0%BA&north=54.0138&south=51.8511&west=32.7557&featureClass=P,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,not_in_text,78
1367,1,457,Мышкинъ,,39.0,38.45448,57.78973,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЫШКИНЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.",Мышкин,"Myshkin""","Myshkin, Yaroslavl Oblast",Russia,RU,Myshkin,Мышкин,Jaroslavl,Russia,523859,http://api.geonames.org/search?type=json&username=jaguillette&east=43.85&name=%D0%9C%D1%8B%D1%88%D0%BA%D0%B8%D0%BD&north=61.616667&south=53.616667&west=35.85&featureClass=P,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,not_in_text,78
1375,1,461,Наровчатъ,,22.0,43.69458,53.87654,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НАРОВЧАТЪ , городъ Пензенскаго Намѣстничества. Въ семъ городѣ бываетъ въ годъ три ярмарки : первая Іюня 29, вторая Іюля 20, третія Августа 6 дня, сверхъ Обыкновенныхъ каждонедѣльныхъ торговъ.",Наровчат,"Narovchat""","Narovchat, Penza Oblast",Russia,RU,Narovchat,Наровчат,Penza,Russia,523415,http://api.geonames.org/search?type=json&username=jaguillette&east=46.7277&name=%D0%9D%D0%B0%D1%80%D0%BE%D0%B2%D1%87%D0%B0%D1%82&north=54.837&south=52.3247&west=41.8373&featureClass=P,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,not_in_text,79
1380,1,465,Недригайловъ,,37.0,33.87626,50.83398,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕДРИГАЙЛОВЪ , городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.",Недригайлов,"Nedrigailov""","Nedryhailiv, Sums'ka oblast",Ukraine,UA,Nedryhayliv,Недригайлов,Sumy,Ukraine,700371,http://api.geonames.org/search?type=json&username=jaguillette&east=38.2875&name=%D0%9D%D0%B5%D0%B4%D1%80%D0%B8%D0%B3%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2&north=51.5689&south=48.4869&west=33.5563&featureClass=P,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,79
1392,1,474,Новосиль,,35.0,37.04048,52.97387,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОСИЛЬ , городъ Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.",Новосиль,Novosil',"Novosil, Oryol Oblast",Russia,RU,Novosil',Новосиль,Orjol,Russia,517947,http://api.geonames.org/search?type=json&username=jaguillette&east=39.6827&name=%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%BB%D1%8C&north=55.0867&south=52.8329&west=35.5421&featureClass=P,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,80
1395,1,476,Носовка,,77.0,31.58282,50.93152,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОСОВКА , мѣстечко Кіевскаго Намѣстничества и уѣзду. Въ ономъ мѣстечкѣ бываетъ въ году три ярмарки.",Носовка,Nosovka,"Nosivka, Chernihivs'ka oblast",Ukraine,UA,Nosivka,Носовка,Chernihiv,Ukraine,699917,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%9D%D0%BE%D1%81%D0%BE%D0%B2%D0%BA%D0%B0&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Кіевскаго уѣздѣ,80
1400,1,480,Обоянь,,15.0,36.27919,51.20981,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБОЯНЬ, городѣ Курскаго Намѣстничества. Въ ономъ бываетъ въ годѣ пять ярмарокъ: первая на Сырной недѣлѣ въ пятницу, вторая въ день Преполовенія , третія Августа 1, четвертая Сентября 8, пятая Декабря б чиселъ; на оныя большею частію деревенскіе жители привозятъ хлѣбъ, конопляное масло и тому подобное.",Обоянь,Oboian',"Oboyan, Kursk Oblast",Russia,RU,Oboyan',Обоянь,Kursk,Russia,516400,http://api.geonames.org/search?type=json&username=jaguillette&east=40.183333&name=%D0%9E%D0%B1%D0%BE%D1%8F%D0%BD%D1%8C&north=55.716667&south=47.716667&west=32.183333&featureClass=P,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,81
1401,1,481,Обрубъ,,68.0,32.33557,56.65394,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБРУБЪ, село Тверскаго Намѣстничества въ уѣздѣ города Зубцова. Здѣсь бываетъ годовая ярмарка Апрѣля 23, въ день Великомученика Георгія; на оную пріѣзжаютъ купцы изъ окрестныхъ ближнихъ городовъ съ мѣлочными шелковыми , бумажными и прочими разными товарами.",Обруб,"Obrub""","Obrub, Tver Oblast",Russia,RU,Obrub,Обруб,Tverskaya,Russia,822673,http://api.geonames.org/search?type=json&username=jaguillette&east=39.921928&name=%D0%9E%D0%B1%D1%80%D1%83%D0%B1&north=60.857828&south=52.857828&west=31.921928&featureClass=P,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Зубцова,81
1404,1,483,Одоевъ,,35.0,36.68639,53.93933,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",Одоев,"Odoev""","Odoyev, Tula Oblast",Russia,RU,Odoyev,Одоев,Tula,Russia,516197,http://api.geonames.org/search?type=json&username=jaguillette&east=39.6827&name=%D0%9E%D0%B4%D0%BE%D0%B5%D0%B2&north=55.0867&south=52.8329&west=35.5421&featureClass=P,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,82
1409,1,487,Олекминскъ,,9.0,120.4203,60.3743,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОЛЕКМИНСКЪ , городъ Иркутскаго Намѣстничества. Въ ономъ бываютъ ярмарки въ Іюлѣ и Августѣ мѣсяцахъ.",Олекминск,"Olekminsk""","Olekminskiy ulus, Sakha Republic",Russia,RU,Olyokminsk,Олекминск,Sakha,Russia,2018571,http://api.geonames.org/search?type=json&username=jaguillette&east=180&name=%D0%9E%D0%BB%D0%B5%D0%BA%D0%BC%D0%B8%D0%BD%D1%81%D0%BA&north=90&south=46.5&west=91.4&featureClass=P,geonames,Иркутскаго Намѣстничества,Иркутского Наместничества,иркутск,not_in_text,82
1412,1,489,Олонецъ,,20.0,32.96976,60.98475,уѣздный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОЛОНЕЦЪ, уѣздный городъ Намѣстничества сего имени. Въ семъ городѣ бываютъ въ году двѣ ярмарки : первая Генваря 6, а вторая Сентября 8. Торгъ на оныхъ продолжается по недѣлѣ.",Олонец,"Olonets""","Olonets, Republic of Karelia",Russia,RU,Olonets,Олонец,Kareliya,Russia,515403,http://api.geonames.org/search?type=json&username=jaguillette&east=38.35&name=%D0%9E%D0%BB%D0%BE%D0%BD%D0%B5%D1%86&north=65.783333&south=57.783333&west=30.35&featureClass=P,geonames,Олонецъ Намѣстничества,Олонец Наместничества,олонец,not_in_text,82
1424,1,492,Омельникъ,,91.0,33.54568,49.20765,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОМЕЛЬНИКЪ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году двѣ ярмарки : одна Іюля 20, а другая Октябру 14; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ - то хлѣбомъ , горячимъ виномъ, разиымъ скотомъ, овчинами , кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Омельник,"Omel'nik""","Omel'nyk, Poltavs'ka oblast",Ukraine,UA,Omel'nik,Омельник,Poltava,Ukraine,698497,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%9E%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,83
1429,1,496,Опушка,,133.0,41.48117,52.60643,отчина,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОПУШКА, отчина разныхъ Господъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка 8 Іюля; торгуютъ разными товарами , какъ - то пенькою , разнымъ холстомъ медомъ, саломъ и прочимъ.",Опушка,Opushka,"Kotovsk, Tambov Oblast",Russia,RU,Lesnaya Opushka,Опушка,Tambov,Russia,535784,http://api.geonames.org/search?type=json&username=jaguillette&east=45.433333&name=%D0%9E%D0%BF%D1%83%D1%88%D0%BA%D0%B0&north=56.716667&south=48.716667&west=37.433333&featureClass=P,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,Шатскомъ уѣздѣ,83
1450,1,502,Остапье,,91.0,33.76977,49.54487,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=83,"ОСТАПЬЕ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Генверя 30, вторая Апрѣля 21, третія Іюня 24, четвертая Сентября 20 ; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , тамъ родящимися, какъ - то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ , овчинами, кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ. Здѣсь бываютъ также и еженедѣльные торжки.",Остапье,Ostap'e,"Ostap'je, Poltavs'ka oblast",Ukraine,UA,Ostap'ye,Остапье,Poltava,Ukraine,698250,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%9E%D1%81%D1%82%D0%B0%D0%BF%D1%8C%D0%B5&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,84
1451,1,503,Осташковъ,,33.0,33.10753,57.14667,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=83,"ОСТАШКОВЪ, городъ Тверскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Осташков,"Ostashkov""","Ostashkov, Tver Oblast",Russia,RU,Ostashkov,Осташков,Tverskaya,Russia,514259,http://api.geonames.org/search?type=json&username=jaguillette&east=39.921928&name=%D0%9E%D1%81%D1%82%D0%B0%D1%88%D0%BA%D0%BE%D0%B2&north=60.857828&south=52.857828&west=31.921928&featureClass=P,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,not_in_text,84
1482,1,508,Острогожскъ,,5.0,39.07561,50.8664,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ОСТРОГОЖСКЪ, городъ Воронежскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая по Пасхѣ въ десятую пятницу, вторая Сентября 8, третія Декабря 6. Пріѣзжаютъ на оныя Россійскіе и иностранные купцы и Греки; привозятъ парчи и прочія шелковыя мате-ріи , сукна , серебреную и фарфоровую посуду, галантерейныя вещи и прочее.",Острогожск,"Ostrogozhsk""","Ostrogozhsk, Voronezh Oblast",Russia,RU,Ostrogozhsk,Острогожск,Voronezj,Russia,514198,http://api.geonames.org/search?type=json&username=jaguillette&east=43.0242&name=%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA&north=52.7866&south=48.1597&west=37.234&featureClass=P,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,not_in_text,85
1493,1,511,Парское,,124.0,41.71092,57.01225,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАРСКОЕ , село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Въ ономъ бываетъ одна годовая ярмарка Августа 29 дня; на коей торгуютъ разными мѣлочными купецкими товарами.",Парское,Parskoe,"Parskoye, Ivanovo Oblast",Russia,RU,Parskoye,Парское,Ivanovo,Russia,512476,http://api.geonames.org/search?type=json&username=jaguillette&east=44.416667&name=%D0%9F%D0%B0%D1%80%D1%81%D0%BA%D0%BE%D0%B5&north=60.133333&south=52.133333&west=36.416667&featureClass=P,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,85
1496,1,514,Пена,,,35.48917,51.60722,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕНА, слобода въ околь-ности городка Карпова. Въ оной бываютъ ярмарки послѣ Рождества на Всеѣдной недѣлѣ въ субботу, Іюня 24 и Сентяб-ря 14, продолжающіяся по одному дню. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ лавочными мѣлоч-мыми товарами.",Пена,Pena,"Kurchatovsky District, Kursk Oblast",Russia,RU,Pena,Пена,Kursk,Russia,511648,http://api.geonames.org/search?type=json&username=jaguillette&east=180&name=%D0%9F%D0%B5%D0%BD%D0%B0&north=78.0&south=38.6&west=24.8&featureClass=P,geonames,not_in_text,not_иn_text,нот_ин_теxт,not_in_text,86
1500,1,517,Переволочна,,8.0,34.06931,48.89004,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕВОЛОЧНА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки.",Переволочна,Perevolochna,"Svitlohirs'ke, Poltavs'ka oblast",Ukraine,UA,Svetlogorskoye,Переволочна,Poltava,Ukraine,692089,http://api.geonames.org/search?type=json&username=jaguillette&east=39.14&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%B0&north=49.99&south=46.07&west=29.6&featureClass=P,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,86
1502,1,519,Перемышль,,12.0,36.16063,54.26313,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕМЫШЛЬ , городъ Калужскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка сверхъ обыкновенныхъ торговъ въ десятую пятницу по Пасхѣ; привозятъ на продажу хдѣбъ, пеньку , хмѣль и прочее.",Перемышль,Peremyshl',"Peremyshl, Kaluga Oblast",Russia,RU,Peremyshl',Перемышль,Kaluga,Russia,511400,http://api.geonames.org/search?type=json&username=jaguillette&east=37.3796&name=%D0%9F%D0%B5%D1%80%D0%B5%D0%BC%D1%8B%D1%88%D0%BB%D1%8C&north=55.374&south=53.2604&west=33.3881&featureClass=P,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,not_in_text,86
1512,1,526,Петровскъ,,29.0,45.39167,52.30639,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВСКЪ, городъ Саратовскаго Намѣстничества. БЪ семъ городѣ бываетъ одна го-довая ярмарка Іюля 8 дня, да на каждой недѣлѣ торгуютъ. по два дни въ понедѣльникъ и въ пятокъ ; продаютъ хлѣбЬи другіе съѣстные припасы, сѣно и дрова.",Петровск,"Petrovsk""","Petrovsk, Saratov Oblast",Russia,RU,Petrovsk,Петровск,Saratov,Russia,509987,http://api.geonames.org/search?type=json&username=jaguillette&east=51.36&name=%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA&north=53.18&south=48.45&west=40.3&featureClass=P,geonames,Саратовскаго Намѣстничества,Саратовского Наместничества,саратовск,not_in_text,87
1540,1,532,Печенѣги,,69.0,36.93472,49.87167,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=87,"ПЕЧЕНѢГИ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на день Вознесенія , вторая Августа 6, на день Преображенія , третія Октября 28, четвертая на Всеѣдной недѣлѣ въ четвертокъ. Купцы пріѣзжаютъ на оныя изъ разныхъ городовъ съ шелковыми, бумажными , гарусными и прочими товарами.",Печенеги,Pechenegi,"Pechenihy, Kharkiv Oblast",Ukraine,UA,Pechenegi,Печенеги,Kharkiv,Ukraine,697803,http://api.geonames.org/search?type=json&username=jaguillette&east=38.2875&name=%D0%9F%D0%B5%D1%87%D0%B5%D0%BD%D0%B5%D0%B3%D0%B8&north=51.5689&south=48.4869&west=33.5563&featureClass=P,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюма,88
1541,1,533,Пирятинъ,,13.0,32.50621,50.24242,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=87,"ПИРЯТИНЪ, городъ Кіевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ день середопостія , вторая въ день Вознесенія , третія въ день Рождества Богородицы, четвертая въ день Параскевы. Купцы пріѣзжаютъ на оныя изъ Великорос-сійскихъ городовъ съ краснымъ товаромъ, съ кожами, желѣзомъ и прочимъ.",Пирятин,"Piriatin""","Pyryatyn, Poltavs'ka oblast",Ukraine,UA,Pyryatyn,Пирятин,Poltava,Ukraine,697183,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%9F%D0%B8%D1%80%D1%8F%D1%82%D0%B8%D0%BD&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,not_in_text,88
1594,1,536,Плесъ,,14.0,41.51579,57.45862,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=88,"ПЛЕСЪ, городъ того же Намѣстничества. Здѣсь бываютъ ярмарки Петровская и Покровская въ годъ по единожды; товары привозятъ москотильные и прочіе мѣлочные.",Плес,"Ples""","Plyos, Ivanovo Oblast",Russia,RU,Plës,Плес,Ivanovo,Russia,509029,http://api.geonames.org/search?type=json&username=jaguillette&east=44.933333&name=%D0%9F%D0%BB%D0%B5%D1%81&north=61.766667&south=53.766667&west=36.933333&featureClass=P,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,not_in_text,89
1644,1,546,Покровское,,34.0,66.79389,57.24028,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=89,"ПОКРОВСКОЕ, село Тобольскаго Намѣстничества въ уѣз-здѣ города Тюмени. Въ ономъ бываетъ каждогодно Іюля 8 числа небольшой торжокъ.",Покровское,Pokrovskoe,"Pokrovskoye, Tyumen Oblast",Russia,RU,Pokrovskoye,Покровское,Tjumen,Russia,1494602,http://api.geonames.org/search?type=json&username=jaguillette&east=72.258056&name=%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5&north=62.195278&south=54.195278&west=64.258056&featureClass=P,geonames,Тобольскаго Намѣстничества,Тобольского Наместничества,тобольск,not_in_text,90
1666,1,548,Полотскъ,,24.0,28.7856,55.4879,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=89,"ПОЛОТСКЪ, главный городъ Намѣстничества сего имени. Въ немъ бываютъ въ году четыре ярмарки : первая на Богоявленіе , вторая въ первую недѣлю великаго поста, третія въ пятокъ передъ Петровымъ днемъ, четвертая въ недѣлю передъ Рождествомъ Христовымъ. На оныхъ торгуютъльномъ, пенькою, лѣсами, хлѣбомъ, медомъ, воскомъ, поташемъ и скотомъ.",Полотск,"Polotsk""","Polatsk, Vitebsk Region",Belarus,BY,Polatsk,Полотск,Vitebsk,Belarus,623317,http://api.geonames.org/search?type=json&username=jaguillette&east=32.8&name=%D0%9F%D0%BE%D0%BB%D0%BE%D1%82%D1%81%D0%BA&north=59.483333&south=51.483333&west=24.8&featureClass=P,geonames,Полотскъ Намѣстничества,Полотск Наместничества,полотск,not_in_text,90
1670,1,550,Понорница,,131.0,32.85255,51.72622,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=90,"ПОНОРНИЦА , мѣстечко Черниговскаго Намѣстничества и уѣзду. Въ ономъ бываетъ въ году Двѣ ярмарки : первая Апрѣля 23, вторая Сентября чиселъ; торгуютъ на оныхъ и еженедѣльныхъ торгахъ пріѣзжіе изъ ближнихъ городовъ купцы мѣлочными товарами , а окольные жители тутошними произрастаніями и рукодѣліемъ, какъ - то деревянною посудою, неводными нитками , также скотомъ и прочими съѣстными припасами.",Понорница,Ponornitsa,"Ponornytsya, Chernihivs'ka oblast",Ukraine,UA,Ponornitsa,Понорница,Chernihiv,Ukraine,696572,http://api.geonames.org/search?type=json&username=jaguillette&east=35.3&name=%D0%9F%D0%BE%D0%BD%D0%BE%D1%80%D0%BD%D0%B8%D1%86%D0%B0&north=55.5&south=47.5&west=27.3&featureClass=P,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Черниговскаго уѣздѣ,91
1709,1,553,Потокъ,,91.0,31.04966,49.77022,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=90,"ПОТОКЪ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъбываютъ въ годъ двѣ ярмарки: дпа Іюня 24, а другая Октября 6 чиселъ. Торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , дамъ родящимися и дѣлающимися, какъ - то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ, овчинами, кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Поток,"Potok""","Myronivs'kyi district, Kyivs'ka oblast",Ukraine,UA,Potok,Поток,Kiev,Ukraine,696415,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%9F%D0%BE%D1%82%D0%BE%D0%BA&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,91
