,text,_type,name,google_reconcile,google_lat,google_lng,google_url,geo_placename,geo_lat,geo_lng,geo_id,geo_url
БОРИСОГЛѢБСКЪ ," </span><span class=""font0"" style=""font-style:italic;"">городъ </span><span class=""font0"">Тамбовскаго Намѣстничества.Въ немЪ бываетъ одна вЪ году Іюля 8 дня ярмарка, на коей торгуютъ три дни пріѣзжающіе изъ ближнихЪ городовъ купцы большею частію мѣлочными товарами.</span>",городъ,БОРИСОГЛѢБСКЪ ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БОРИСОГЛѢБСКЪ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРИСОГЛѢБСКЪ 
БОРИСПОЛЬ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества вЪ ПереяславскомЪ уѣздѣ.Въ немЪ</span>бываютъ вЪ году три ярмарки, на коихЪ пріѣзжіе изЪ окольныхъ тамошнихЪ мѢстЪ торгуютъ разнымъ хлѢбомЪ, мѣлочнымЪ товаромъ, рыбою, солью, скотомЪ и проч.",мѣстечко,БОРИСПОЛЬ,"Kyiv Boryspil International Airport (KBP), Boryspil', Kyivs'ka oblast, Ukraine",50.33822199999999,30.8939274,https://maps.googleapis.com/maps/api/geocode/json?address=БОРИСПОЛЬ,Borispol',51.04823,128.57151,2026167,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРИСПОЛЬ
БОРОВЕНКИ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко </span><span class=""font0"">Екатеринославскаго Намѣстничества.Въ немЪ бываютъ вЪ году три ярмарки.</span>",мѣстечко,БОРОВЕНКИ,"Borovenka, Novgorod Oblast, Russia, 174330",58.49208409999999,33.0731649,https://maps.googleapis.com/maps/api/geocode/json?address=БОРОВЕНКИ,Gora Borovënki,54.73667,90.81583,6313622,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРОВЕНКИ
БОРОВИЧИ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго Намѣстничества.Въ немЪ бываютъ вЪ году три ярмарки: первая Генваря 25,</span>",городъ,БОРОВИЧИ,"Borovichi, Novgorod Oblast, Russia",58.3925508,33.9068256,https://maps.googleapis.com/maps/api/geocode/json?address=БОРОВИЧИ,Borovichi,57.95614,29.64666,572156,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРОВИЧИ
БОРОВСКЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Калужскаго Намѣстничества. Бываютъ вЪ году здѣсь двѣ ярмарки : первая вЪ десятую пятницу послѣ Свѣтлаго Воскресенія, вторая вЪ день Рождества Богородицы 8 числа Сентября; на оныя пріѣзжаютъ купцы изЪ Тулы, Калуги, Серпухова и прочихЪ городовъ ; привозятъ . шелковые и прочіе товары, а по большей части крестьяне съѣзжаются сЪ холстами и прочими крестьянскими товарами.</span>",городъ,БОРОВСКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БОРОВСКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРОВСКЪ
БОРОМДЯ ," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества вЪ Ахтырскомъ уѣздѣ.Въ оной бываютъ четыре ярмарки : первая о Ѳоминой недѣлѣ, вторая Іюня 29, третія Сентября 1, четвертая Декабря 6; на оныя пріѣзжаютъ купцы изЪ разныхъ Россійскихъ городовъ съ шелковыми, бумажными и другими товарами , парчами, позументами , серебреною посудою и прочимЪ; торгуютъ также скотомЪ и лошадьми.</span>",слобода,БОРОМДЯ ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БОРОМДЯ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРОМДЯ 
БОРЯТИНО," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Калужскаго Намѣстничества вЪ Козельскомъ уѣздѣ. Здѣсь бываетъ торгЪ одинЪ день вЪ недѣлѣ вЪ четверпюкЪ; купечество изЪ Калуги , Мещовска , Болхова , Бѣлева и другихЪ городовъ привозятъ товары москотильные; но есть нѣсколько бумажныхъ, шелковыхъ и другихЪ матерій; а по большей части и уѣздные крестьяне привозятъ разные уѣздные товары, всякой хлѣбѣ, пеньку , масло , медЪ , воскъ, вощину, парусную уточную пря-</span>жу , холстЪ льняной , посконной разныя крестьянскія рукодѣлья и Другіе мѣлочные товары.",село,БОРЯТИНО,"Boryatino, Tula Oblast, Russia",53.4123929,38.1579657,https://maps.googleapis.com/maps/api/geocode/json?address=БОРЯТИНО,Boryatino,53.41139,38.15968,571935,http://api.geonames.org/search?username=jaguillette&type=json&name=БОРЯТИНО
БРОННИЦЫ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Московской Губерніи.Въ немЪ, кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ, назначена Сентября 6 годовая ярмарка.</span>",городъ,БРОННИЦЫ,"Bronnitsy, Moskovskaya oblast, Russia",55.4195186,38.2628137,https://maps.googleapis.com/maps/api/geocode/json?address=БРОННИЦЫ,Bronnitsy,55.42112,38.26188,571557,http://api.geonames.org/search?username=jaguillette&type=json&name=БРОННИЦЫ
БРОННИЦЫ ," </span><span class=""font0"" style=""font-style:italic;"">ямъ</span><span class=""font0""> Новогородскаго Намѣстничества и уѣзду. Здѣсь бываетъ вЪ году сЪѣздЪ для торговли Іюня 24 дня.</span>",ямъ,БРОННИЦЫ ,"Bronnitsy, Moskovskaya oblast, Russia",55.4195186,38.2628137,https://maps.googleapis.com/maps/api/geocode/json?address=БРОННИЦЫ ,Bronnitsy,55.42112,38.26188,571557,http://api.geonames.org/search?username=jaguillette&type=json&name=БРОННИЦЫ 
БРЯНСКЪ ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества.Въ семЪ городѣ бываетъ вЪ году ярмарка вЪ Іюнѣ мѣсяцѣ вЪ десятую пятницу по Пасхѣ; да близЪ города </span><span class=""font0"" style=""font-style:italic;"">Свинская,</span><span class=""font0""> начинающаяся сЪ Сентября, и продолжающаяся по Октябрь.</span>",городъ,БРЯНСКЪ ,"Bryansk, Bryansk Oblast, Russia",53.2635306,34.41611,https://maps.googleapis.com/maps/api/geocode/json?address=БРЯНСКЪ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БРЯНСКЪ 
БУДИЧЬ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Екатеринославскаго Намѣстничества вЪ Полотавскомъ уѣздѣ.Въ ономЪ бываетъ вЪ году, сверхъ еженедѣльныхъ торжковЪ, двѣ ярмарки: одна Іюля 8, а другая Сентября 26 дня.</span>",мѣстечко,БУДИЧЬ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БУДИЧЬ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БУДИЧЬ
БУРЕЦКОЙ," </span><span class=""font0"" style=""font-style:italic;"">погостъ</span><span class=""font0""> вЪ Новгородскомъ уѣздѣ. Здѣсь бываетъ годовой сЪѢздЪ для торгу вЪ девятую пятницу по Пасхѣ.</span>",погостъ,БУРЕЦКОЙ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БУРЕЦКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БУРЕЦКОЙ
БУРОМКА," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества вЪ Лубенскомъ уѣздѣ.Въ ономЪ бываютъ вЪ годЪ двѣ ярмарки: одна Іюля 24, другая Ноября 1 числа.</span>",мѣстечко,БУРОМКА,"Burimka, Chernihivs'ka oblast, Ukraine",50.912642,32.357322,https://maps.googleapis.com/maps/api/geocode/json?address=БУРОМКА,Buromki,50.91422,32.35948,711137,http://api.geonames.org/search?username=jaguillette&type=json&name=БУРОМКА
БУЧАЛКИ ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тульскаго Намѣстничества вЪ ЕпифанскомЪ уѣздѣ.Въ ономЪ бываетъ ярмарка Іюня 26; купцы для торговъ пріѣзжаютъ изЪ окрестныхъ городовъ сЪ различными товарами вЪ не большемъ количествѣ.</span>",село,БУЧАЛКИ ,"Buchalki, Tula Oblast, Russia, 301753",53.77121649999999,38.7309539,https://maps.googleapis.com/maps/api/geocode/json?address=БУЧАЛКИ ,Buchalki,53.7559,38.77664,571367,http://api.geonames.org/search?username=jaguillette&type=json&name=БУЧАЛКИ 
БУШНРВО ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Костромскаго Намѣстничества около Парфентьевой слободы.Въ семЪ селѣ бываетъ вЪ году двѣ ярмарки : первая по Пасхѣ на десятой недѣлѣ, вторая Іюля 8 числа; на оныя пріѣзжаютъ купцы изЪ близЪ лежащихъ городовъ сЪ разными мѣлочными товарами.</span>",село,БУШНРВО ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БУШНРВО ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БУШНРВО 
БЫКОВЪ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Пирятинскомъ уѣздѣ. Здѣсь бываетъ вЪ году четыре ярмарки: первая вЪ день Преполовенія,</span>вторая Августа 1, третія Октября 14, четвертая Ноября 23 числа. Сверхъ сего бываютъ торжки каждонедѣльно вЪ понедѣльникъ ; торгуютъ на оныхЪ разными мѣлочными товарами и привозимою на ярмарки изъ Донскихъ станицЪ рыбою ; жители продаютЪ рогатой скотЪ , лошадей , хлѣбъ, смолу, горячее вино и прочее. Также привозятъ сюда для продажи жителямъ Крымскую соль.",мѣстечко,БЫКОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БЫКОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БЫКОВЪ
БѢЖЕЦКЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тверскаго Намѣстиичества.Въ немЪ бываетъ ярмарка , начинающаяся Іюня сь 30, и продолжающаяся до 5 Іюля; пріѣзжаютъ купцы изЪ смѣжныхЪ городовъ; привозятъ товары шелковые и прочіе москотильные мѣлочные и желѣзные. Здѣсь же бываютъ вЪ понедельникъ и четвертокЪ торжки.Въ уѣздѣ онаго находятся ярмаркижь вЪ селахъ у Спаса на Холму Кесовѣ горѣ, Молодовѣ и Порѣчьѣ, вЪ которыхЪ и еженедѣльные торги бываютъ, на Холму во вторникЪ, вЪ Молодовѣ вЪ среду , а вЪ Кесовѣ и Порѣчьѣ вЪ пятницу.Въ селахЪ же Поводневѣ и Шипинѣ годовыя ярмарки бываютъ на 14 число Сентября; а вЪ селѣ Кесовѣ горѣ на 24 число Іюня , на которыя отъ уѣздныхЪ обывателей привозится всякой хлѣбъ и прочіе сырейные и сЪѢстные товары; а изЪ прочихЪ городовъ отЪ обывателей уѣздныхЪ мѣлочные товары, кромѣ что вЪ Кесову гору никуда не ѣздятЪ.</span>",городъ,БѢЖЕЦКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЖЕЦКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЖЕЦКЪ
БѢЛАЯ КОЛПЬ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи вЪ Волоколамскомъ уѣздѣ.Въ семЪ селѣ бываетъ одна вЪ году ярмарка Августа 19 дня; торгуютъ одинЪ день разными крестьянскими товарами.</span>",село,БѢЛАЯ КОЛПЬ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛАЯ КОЛПЬ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛАЯ КОЛПЬ
БѢЛГОРОДЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Курскаго Намѣстничества.Въ ономъ бываютъ три годовыя ярмарки: первая послѣ Святой недѣли въ десятую пятницу, вторая въ день Апостоловъ Петра и Павла, третія вЪ день Успвія Богородицы; да вЪ уѣздѣ онаго города бываютъ годовые торги вЪ Помѣщичьихъ слободахЪ вЪ Петровской Мацвева, въ Троицкой Матюшкина, вЪ Сабыниной Брылкиной, вЪ Шебе-</span>киной Графа Генрикова, вЪ Алексѣевкѣ , КорчіюкЪ тожь, економической </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> вЪ Зимовѣйкѣ и Бѣлей Князя Трубецкаго, вЪ Ефремовкѣ Герсевановой, вЪ Козмодемьянской Камышина, вЪ Михайловкѣ , Бекорюковка тожь , Бекорюкова, вЪ Вознесенской , Ивановка тожь </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> Бакшеева. Купцы на оные торги пріѣзжаютъ изЪ близЪ лежащихъ городовъ сЪ мѣлочными лавочными товарами.",городъ,БѢЛГОРОДЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛГОРОДЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛГОРОДЪ
БѢЛИКИ ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Екатеринославскаго Намѣстничества вЪ ПолтавскомЪ уѣздѣ.Въ ономЪ бываетъ вЪ году три ярмарки.</span>",мѣстечко,БѢЛИКИ ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛИКИ ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛИКИ 
БѢЛОЕ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества вЪ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка вЪ ТройцынЪ день, и продолжается два дни. БѢЛОЗЕРСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго Намѣстничества.</span>",село,БѢЛОЕ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОЕ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОЕ
БѢЛОЗЕРСКОЙ КИРИЛОВЪ,"</span><span class=""font0"" style=""font-style:italic;"">монастырь,</span><span class=""font0""> того же Намѣстничества вЪ БѢлозерскомЪ уѣздѣ. При ономЪ бываютъ три годовыя ярмарки: первая Іюня 9, называемая Кириловская, вторая Августа 15, успенская, третія Ноября 21</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> Веденская; сюда пріѣзжаютъ изЪ разныхъ Россійскихъ городовъ купцы сЪ разными товарами.</span>",монастырь,БѢЛОЗЕРСКОЙ КИРИЛОВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОЗЕРСКОЙ КИРИЛОВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОЗЕРСКОЙ КИРИЛОВЪ
БѢЛОЙ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Смоленскаго Намѣстничества.Въ ономЪ бываютъ вЪ году двѣ ярмарки; но собирается на оныя токмо крестьянство сЪ ихЪ издѣльями.</span>",городъ,БѢЛОЙ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОЙ
БѢЛОКУРИНА," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Воронежскаго Намѣстничества вЪ уѣздѣ города Валуекъ.Въ оной бываетъ вЪ году двѣ ярмарки.</span>",слобода,БѢЛОКУРИНА,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОКУРИНА,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОКУРИНА
БѢЛОПОЛЬЕ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Харьковскаго Намѣстничества.Въ ономЪ бываютЪ ярмарки: первая Генваря 6, вторая Іюня 24, третія Сентября 14 дня; торгуютъ на оныхЪ разнымъ мѢлочнымъ товаромъ, лошадьми, скотомЪ , горячимъ виномЪ и проч.</span>",городъ,БѢЛОПОЛЬЕ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОПОЛЬЕ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОПОЛЬЕ
БѢЛОЦЕРКОВКА ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества вЪ МиргородскомЪ уѣздѣ.Въ ономЪ бываетъ вЪ году двѣ ярмарки :</span>одна вЪ десятую пятницу, другая Іюля 27 дня. ТоргуютЪ на оныхЪ и вЪ еженедѣльные торжки пріѣзжіе изЪ уѣзду жители разными мѣлочными товарами тамо родящимися и дѣлающимися, какЪ-то хлѣбомЪ, горячимъ виномЪ, разнымъ скотомЪ, дегтемЪ , овчинами, кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы сЪ краснымъ товаромъ.",мѣстечко,БѢЛОЦЕРКОВКА ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛОЦЕРКОВКА ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛОЦЕРКОВКА 
БѢЛЫНИЧИ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества. Здѣсь бываютъ вЪ году четыре ярмарки.</span>",мѣстечко,БѢЛЫНИЧИ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=БѢЛЫНИЧИ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=БѢЛЫНИЧИ
ВАЛДАЙ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго Намѣстничества.Въ ономЪ бываютъ три ярмарки : первая на Свѣтлой недѣлѣ, вторая Октября отЪ 23 по 28, третія вЪ праздникъ Рождества Христова три дни. На оныя пріѣзжаютъ купцы изЪ окрестныхъ городовъ сЪ щепетильными мѣлкими товарами и сЪѢстными припасами.</span>",городъ,ВАЛДАЙ,"Valday, Novgorod Oblast, Novgorod Oblast, Russia",57.979167,33.252778,https://maps.googleapis.com/maps/api/geocode/json?address=ВАЛДАЙ,Valday,63.42898,35.51291,477300,http://api.geonames.org/search?username=jaguillette&type=json&name=ВАЛДАЙ
ВАЛКИ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. ТоргуютЪ купцы разнымъ мѢлочнымЪ товаромъ, пивомЪ, виномЪ, медомЪ и прочимЪ.</span>",городъ,ВАЛКИ,"Valky, Kharkiv Oblast, Ukraine",49.833333,35.616667,https://maps.googleapis.com/maps/api/geocode/json?address=ВАЛКИ,Valki,56.1237,44.98357,477260,http://api.geonames.org/search?username=jaguillette&type=json&name=ВАЛКИ
ВАЛУЙКИ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Воронежскаго Намѣстничества.Въ ономЪ бываетъ вЪ году ярмарка, называемая Петровская; да вЪ уѢзДѣ вЪ слободахЪ бываютъ ярмарки , вЪ Уразовой семь , вЪ Николаевкѣ четыре , вЪ Погромцѣ пять , вЪ Венделевкѣ три , вЪ Бѣлокуриной двѣ, вЪ Деркулѣ три.</span>",городъ,ВАЛУЙКИ,"Valuyki, Belgorod Oblast, Belgorod Oblast, Russia",50.216667,38.1,https://maps.googleapis.com/maps/api/geocode/json?address=ВАЛУЙКИ,Valuyki,50.2035,38.1067,477192,http://api.geonames.org/search?username=jaguillette&type=json&name=ВАЛУЙКИ
ВАРВА," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества вЪ ПрилуцкомЪ уѣздѣ.Въ ономЪ бываетъ вЪ году три ярмарки :    первая Маія 9, вторая</span>бываетъ и еженедѣльной торгЪ вЪ среду.",мѣстечко,ВАРВА,"Varva, Chernihivs'ka oblast, Ukraine",50.495,32.723611,https://maps.googleapis.com/maps/api/geocode/json?address=ВАРВА,Varva,50.49503,32.71968,690469,http://api.geonames.org/search?username=jaguillette&type=json&name=ВАРВА
ВАШКА ," </span><span class=""font0"" style=""font-style:italic;"">деревня</span><span class=""font0""> Архангельскаго Намѣстничества вЪ МезенскомЪ уѣздѣ. Здѣсь бываетъ небольшая годовая ярмарка вЪ Генварѣ мѣсяцѣ, называемая Мезенская, на которую сЪ Волокопинежской ярмарки нѣкоторая чаешь мѢлочныхЪ товаровъ переходитЪ.</span>",деревня,ВАШКА ,"Vaška, Croatia",45.8158346,17.6662657,https://maps.googleapis.com/maps/api/geocode/json?address=ВАШКА ,Vashka,56.88609,39.09981,476846,http://api.geonames.org/search?username=jaguillette&type=json&name=ВАШКА 
ВЕЙДЕЛЕВКА," </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Воронежскаго Намѣстничества вЪ уѣздѣ города ВалуекЪ.Въ оной бываетъ вЪ году три ярмарки.</span>",слобода,ВЕЙДЕЛЕВКА,"Veydelevka, Belgorod Oblast, Russia, 309720",50.153611,38.45,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕЙДЕЛЕВКА,Veydelevka,50.1521,38.4492,473856,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕЙДЕЛЕВКА
ВЕЛИЖЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Полотскаго Намѣстничества.Въ семЪ городѣ бываетъ вЪ году двѣ ярмарки : первая 2о Іюля , вторая на первой недѣлѣ великаго поста.</span>",городъ,ВЕЛИЖЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕЛИЖЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕЛИЖЪ
ВЕЛИКОЕ," </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества вЪ Ростовскомъ уѣздѣ.Въ ономЪ бываетъ</span>",село,ВЕЛИКОЕ,"Velikoye, Yaroslavl Oblast, Russia, 152250",57.349444,39.771111,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕЛИКОЕ,Velikoye,59.39947,39.48479,476016,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕЛИКОЕ
ВЕНДЕНЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рижскаго Намѣстничества. Здѣсь бываютъ вЪ году двѣ ярмарки: одна вЪ ИвановЪ , а другая вЪ Михайловъ день; но оныя вЪ себѣ важнаго ничего не заключаютъ.</span>",городъ,ВЕНДЕНЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕНДЕНЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕНДЕНЪ
ВЕНЕВСКОЙ НИКОЛАЕВСКОЙ," </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Тульскаго же Намѣстничества и уѣзду. Здѣсь бываетъ годовая ярмарка Августа 15 дня , на которую пріѣзжаютъ сЪ товарами изЪ Тулы , Венева и. изЪ ближнихЪ селЪ и деревень.</span>",монастырь,ВЕНЕВСКОЙ НИКОЛАЕВСКОЙ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕНЕВСКОЙ НИКОЛАЕВСКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕНЕВСКОЙ НИКОЛАЕВСКОЙ
ВЕНЕВЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества.Въ семЪ городѣ бываетъ годовая ярмарка вЪ десятую пятницу по Пасхѣ; торгуютъ иногородные купцы разными товарами.</span>",городъ,ВЕНЕВЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕНЕВЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕНЕВЪ
ВЕПРИКЪ," </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничлства вЪ ГадяцкомЪ уѣздѣ.Въ ономЪ бываетъ вЪ году три ярмарки : первая Маія 9, вЪ день Святителя Николая, вторая Августа</span>29, вЪ день усѣкновенія главы Іоанна Предтечи, третія Ноября 21, вЪ день входа во храмЪ Пресвятыя Богородицы. На оныхЪ торгуютъ рогатымЪ скотомЪ , рыбою, разнымъ хлѣбомъ и всякими сЪѣстными припасами. Здѣсь бываетъ также ежедѣльной торгЪ вЪ воскресенье большею частію хлѣбомъ.",мѣстечко,ВЕПРИКЪ,"Vepryk, Kyivs'ka oblast, Ukraine",50.11,29.81,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕПРИКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕПРИКЪ
ВЕРЕЯ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Московской Губерніи и Провинціи.Въ ономЪ бываетъ вЪ году одна ярмарка Іюня 23 дня вЪ день Владимерскія Богоматери, и продолжается три дни ; на оную пріѣзжаютъ купцы изЪ Москвы , Тулы , Калуги, Серпухова , Можайска , Боровска и прочихЪ ближнихЪ городовъ; привозятЪ шелковые, бумажные, москотильные и прочіе товары небольшимъ числомъ , а по большей части съѣзжаются крестьяне сЪ льнянымЪ и хрящевымЪ холетомЪ, колесами, лыками и сЪ другимЪ мѣлочнымЪ товаромъ.</span>",городъ,ВЕРЕЯ,"Vereya, Moskovskaya oblast, Russia, 143330",55.34999999999999,36.183333,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕРЕЯ,Nizhnyaya Vereya,51.91059,120.57305,2019055,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕРЕЯ
ВЕРХНІЙ УДИНСКЪ," </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Иркутскаго Намѣстничества.Въ немЪ бываютъ вЪ году двѣ ярмарки : первая Февраля сЪ 15 до половины Марта,</span>",городъ,ВЕРХНІЙ УДИНСКЪ,not_found,not_found,not_found,https://maps.googleapis.com/maps/api/geocode/json?address=ВЕРХНІЙ УДИНСКЪ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?username=jaguillette&type=json&name=ВЕРХНІЙ УДИНСКЪ
