,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page,lc_translit
188,85,Бѣлое,,110.0,39.3917,58.3822,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Jaroslavl,Russia,577806,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
189,85,Бѣлое,,110.0,36.87806,57.57361,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Tverskaya,Russia,577807,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
190,85,Бѣлое,,110.0,42.99299,56.79285,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Nizjnij Novgorod,Russia,577808,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
191,85,Бѣлое,,110.0,40.24036,55.28318,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Rjazan,Russia,577810,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
192,85,Бѣлое,,110.0,38.9359,59.08818,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Vologda,Russia,7494235,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
193,85,Бѣлое,,110.0,39.63053,59.27145,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Vologda,Russia,7495088,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
194,85,Бѣлое,,110.0,39.36777,59.07297,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Vologda,Russia,577803,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
195,85,Бѣлое,,110.0,39.8326,59.0487,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Vologda,Russia,577804,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
196,85,Бѣлое,,110.0,42.43333,54.58333,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Rjazan,Russia,577811,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
197,85,Бѣлое,,110.0,36.3546,54.05074,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye,Белое,Tula,Russia,577812,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
198,85,Бѣлое,,110.0,38.4852,55.45258,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ Тройцынъ день, и продолжается два дни. ",Белое,Beloye Ozero,Белое,Moskovskaya,Russia,873860,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Пошехонскомъ уѣздѣ,24,Beloe
199,86,Бѣлозерскъ,,18.0,37.8084,60.0288,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЗЕРСКЪ, городъ Новогородскаго Намѣстничества. Въ немъ въ зимнее время бываютъ каждую недѣлю по понедѣльникамъ съѣзды , на которыхъ торгуетъ крестьянство разными ихъ домовными издѣльями , также привозятъ мя сѣно и хлѣбъ.",Белозерск,Belozersk,Белозерск,Vologda,Russia,577711,RU,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B7%D0%B5%D1%80%D1%81%D0%BA&username=jaguillette&featureClass=P&type=json&south=57.1&west=28.65&north=61.31&east=39.89,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,not_in_text,24,"Belozersk"""
200,87,Бѣлозерской Кириловъ,,49.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЗЕРСКОЙ КИРИЛОВЪ монастырь, того же Намѣстничества въ Бѣлозерскомъ уѣздѣ. При ономъ бываютъ три годовыя ярмарки: первая Іюня 9, называемая Кириловская, вторая Августа 15, успенская, третія Ноября 21, Веденская; сюда пріѣзжаютъ изъ разныхъ Россійскихъ городовъ купцы съ разными товарами.",Белозерской Кирилов,not_found,Белозерской Кирилов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B7%D0%B5%D1%80%D1%81%D0%BA%D0%BE%D0%B9+%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=57.1&west=28.65&north=61.31&east=39.89,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,Бѣлозерскомъ уѣздѣ,24,"Belozerskoi Kirilov"""
201,88,Бѣлой,,31.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЙ, городъ Смоленскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки; но собирается на оныя токмо крестьянство съ ихъ издѣльями.",Белой,not_found,Белой,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B9&username=jaguillette&featureClass=P&type=json&south=50.782778&west=28.045278000000003&north=58.782778&east=36.045278,geonames,Смоленскаго Намѣстничества,Смоленского Наместничества,смоленск,not_in_text,24,Beloi
202,89,Бѣлокурина,,50.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОКУРИНА, слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году двѣ ярмарки.",Белокурина,not_found,Белокурина,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B8%D0%BD%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,Валуекъ,24,Belokurina
203,90,Бѣлополье,,37.0,34.31287,51.15016,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОПОЛЬЕ, городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Генваря 6, вторая Іюня 24, третія Сентября 14 дня; торгуютъ на оныхъ разнымъ мѣлочнымъ товаромъ, лошадьми, скотомъ , горячимъ виномъ и проч.",Белополье,Bilopillya,Белополье,Sumy,Ukraine,712559,UA,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B5&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,24,Belopol'e
204,91,Бѣлоцерковка,,91.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЦЕРКОВКА , мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году двѣ ярмарки :одна въ десятую пятницу, другая Іюля 27 дня. Торгуютъ на оныхъ и въ еженедѣльные торжки пріѣзжіе изъ уѣзду жители разными мѣлочными товарами тамо родящимися и дѣлающимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ, дегтемъ , овчинами, кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Белоцерковка,not_found,Белоцерковка,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D0%BE%D1%86%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=49.08008&west=29.72503&north=51.49413&east=34.35625,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,24,Belotserkovka
205,92,Бѣлыничи,,16.0,29.6897,53.9916,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"БѢЛЫНИЧИ, мѣстечко Могилевскаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки.",Белыничи,Belynichi,Белыничи,Mahilyowskaya Voblastsʼ,Belarus,621818,BY,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D1%8B%D0%BD%D0%B8%D1%87%D0%B8&username=jaguillette&featureClass=P&type=json&south=51.9042&west=29.5408&north=55.194&east=32.863,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,not_in_text,25,Belynichi
206,92,Бѣлыничи,,16.0,29.7141,53.9994,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"БѢЛЫНИЧИ, мѣстечко Могилевскаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки.",Белыничи,Byalynichy,Белыничи,Mahilyowskaya Voblastsʼ,Belarus,630245,BY,http://api.geonames.org/search?name=%D0%91%D0%B5%D0%BB%D1%8B%D0%BD%D0%B8%D1%87%D0%B8&username=jaguillette&featureClass=P&type=json&south=51.9042&west=29.5408&north=55.194&east=32.863,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,not_in_text,25,Belynichi
207,93,Валдай,,18.0,33.2525,57.97472,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛДАЙ, городъ Новогородскаго Намѣстничества. Въ ономъ бываютъ три ярмарки : первая на Свѣтлой недѣлѣ, вторая Октября отъ 23 по 28, третія въ праздникъ Рождества Христова три дни. На оныя пріѣзжаютъ купцы изъ окрестныхъ городовъ съ щепетильными мѣлкими товарами и съѣстными припасами.",Валдай,Valday,Валдай,Novgorod,Russia,477301,RU,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%B4%D0%B0%D0%B9&username=jaguillette&featureClass=P&type=json&south=57.1&west=28.65&north=61.31&east=39.89,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,not_in_text,25,Valdai
208,93,Валдай,,18.0,29.19757,59.9678,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛДАЙ, городъ Новогородскаго Намѣстничества. Въ ономъ бываютъ три ярмарки : первая на Свѣтлой недѣлѣ, вторая Октября отъ 23 по 28, третія въ праздникъ Рождества Христова три дни. На оныя пріѣзжаютъ купцы изъ окрестныхъ городовъ съ щепетильными мѣлкими товарами и съѣстными припасами.",Валдай,Gora Valday,Валдай,Leningrad,Russia,560314,RU,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%B4%D0%B0%D0%B9&username=jaguillette&featureClass=P&type=json&south=57.1&west=28.65&north=61.31&east=39.89,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,not_in_text,25,Valdai
209,94,Валки,,37.0,35.61223,49.83597,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",Валки,Valky,Валки,Kharkiv,Ukraine,690509,UA,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,25,Valki
210,94,Валки,,37.0,34.64599,50.77849,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",Валки,Valky,Валки,Sumy,Ukraine,807464,UA,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,25,Valki
211,94,Валки,,37.0,37.31389,50.29611,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",Валки,Valki,Валки,Kharkiv,Ukraine,807503,UA,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,25,Valki
212,94,Валки,,37.0,35.56431,49.86111,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",Валки,Stari Valky,Валки,Kharkiv,Ukraine,8678360,UA,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,25,Valki
213,95,Валуйки,,5.0,38.1067,50.2035,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛУЙКИ, городъ Воронежскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, называемая Петровская; да въ уѣзДѣ въ слободахъ бываютъ ярмарки , въ Уразовой семь , въ Николаевкѣ четыре , въ Погромцѣ пять , въ Венделевкѣ три , въ Бѣлокуриной двѣ, въ Деркулѣ три.",Валуйки,Valuyki,Валуйки,Belgorod,Russia,477192,RU,http://api.geonames.org/search?name=%D0%92%D0%B0%D0%BB%D1%83%D0%B9%D0%BA%D0%B8&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,not_in_text,25,Valuiki
214,96,Варва,,111.0,32.71968,50.49503,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАРВА, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки :    первая Маія 9, вторая Іюня 29, третія Ноября 1. На оныхъ торгуютъ окольные жители своими произрастѣніями, какъ - то хлѣбомъ , разнымъ скотомъ , съѣстными припасами , сѣномъ, дегтемъ и прочими мѣлочьми; здѣсь такжебываетъ и еженедѣльной торгъ въ среду.",Варва,Varva,Варва,Chernihiv,Ukraine,690469,UA,http://api.geonames.org/search?name=%D0%92%D0%B0%D1%80%D0%B2%D0%B0&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,Прилуцкомъ уѣздѣ,25,Varva
215,97,Барковъ,,60.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"БАРКОВЪ, мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываетъ въ году двѣ ярмарки; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",Барков,not_found,Барков,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%B0%D1%80%D0%BA%D0%BE%D0%B2&username=jaguillette&featureClass=P&type=json&south=51.483333&west=24.8&north=59.483333&east=32.8,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабургскомъ уѣздѣ,26,"Barkov"""
216,98,Вашка,,90.0,45.7464,64.8827,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВАШКА , деревня Архангельскаго Намѣстничества въ Мезенскомъ уѣздѣ. Здѣсь бываетъ небольшая годовая ярмарка въ Генварѣ мѣсяцѣ, называемая Мезенская, на которую съ Волокопинежской ярмарки нѣкоторая чаешь мѣлочныхъ товаровъ переходитъ.",Вашка,Melospol’ye,Вашка,Arkhangelskaya,Russia,527624,RU,http://api.geonames.org/search?name=%D0%92%D0%B0%D1%88%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=60.3600075373&west=27.4506621361&north=70.1894276115&east=58.6121673584,geonames,Архангельскаго Намѣстничества,Архангельского Наместничества,архангельск,Мезенскомъ уѣздѣ,26,Vashka
217,99,Вейделевка,,50.0,38.4492,50.1521,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЙДЕЛЕВКА, слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году три ярмарки.",Вейделевка,Veydelevka,Вейделевка,Belgorod,Russia,473856,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%B9%D0%B4%D0%B5%D0%BB%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,Валуекъ,26,Veidelevka
218,100,Велижъ,,24.0,31.19673,55.60564,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИЖЪ, городъ Полотскаго Намѣстничества. Въ семъ городѣ бываетъ въ году двѣ ярмарки : первая 2о Іюля , вторая на первой недѣлѣ великаго поста.",Велиж,Velizh,Велиж,Smolensk,Russia,475955,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%B6&username=jaguillette&featureClass=P&type=json&south=51.483333&west=24.8&north=59.483333&east=32.8,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,not_in_text,26,"Velizh"""
219,101,Великое,,114.0,39.48479,59.39947,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Vologda,Russia,476016,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
220,101,Великое,,114.0,42.7055,58.1205,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Kostroma,Russia,7460885,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
221,101,Великое,,114.0,38.9409,59.0683,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Vologda,Russia,7494196,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
222,101,Великое,,114.0,39.9186,59.3269,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Vologda,Russia,7495021,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
223,101,Великое,,114.0,37.01667,59.53333,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Vologda,Russia,476015,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
224,101,Великое,,114.0,39.77492,57.35072,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Jaroslavl,Russia,476019,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
225,101,Великое,,114.0,39.26261,59.37486,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",Великое,Velikoye,Великое,Vologda,Russia,7495860,RU,http://api.geonames.org/search?name=%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ростовскомъ уѣздѣ,26,Velikoe
